id,procedure_statutory_instrument_name,statutory_instrument_number,statutory_instrument_number_prefix,statutory_instrument_number_year,coming_into_force_note,coming_into_force_date,made_date,web_link,triple_store_id,acts_string,preceding_work_packaged_thing_string
366,Bath and North East Somerset (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111173367,8NE6wEFF,949,
35,Occupational Pension Schemes (Master Trusts) Regulations 2018,,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111169261,98FJSLox,1280,
220,"Merchant Shipping (Monitoring, Reporting and Verification of Carbon Dioxide Emissions) (Amendment) (EU Exit) Regulations 2018",,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171578,ePPVgmgN,1,
2599,Statutory Parental Bereavement Pay (General) Regulations 2020,,SI,2020,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2020/9780111192238,bbap7egy,"589, 528",
4566,Mesothelioma Lump Sum Payments (Conditions and Amounts) (Amendment) Regulations 2022,,SI,2022,,2022-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348230932,7FKsaBQK,79,
4953,Bolton (Electoral Changes) Order 2022,,SI,2022,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2022/9780348236279,mSD0JF6n,949,
7110,"Criminal Justice Act 1988 (Offensive Weapons) (Amendment, Surrender and Compensation) (England and Wales) Order 2025",,SI,2025,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348270617,IhKtawj5,322,
1259,Terrorism Act 2000 (Proscribed Organisations) (Amendment) Order 2019,,SI,2019,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111181836,g6BC6qRr,176,
1371,State Aid (Agriculture and Fisheries) (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111183465,dn1cJJKA,1,
2676,Human Tissue (Permitted Material: Exceptions) (England) Regulations 2020,,SI,2020,,2020-05-20 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2020/9780111193372,t4E86ziN,1079,
3705,"Electronic Commerce Directive (Education, Adoption and Children) (Amendment etc.) Regulations 2021",,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348219210,nxSp6RHs,1,1582
4595,Scotland Act 2016 (Social Security) (Adult Disability Payment and Child Disability Payment) (Amendment) Regulations 2022,,SI,2022,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2022/9780348231335,6npLtgHD,1336,
1306,"Cat and Dog Fur (Control of Import, Export and Placing on the Market) (Amendment) (EU Exit) Regulations 2019",,SI ,2019,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111182406,NSQ49uxu,1,
6076,Misuse of Drugs Act 1971 (Amendment) Order 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348254105,dYhhUAsd,2522,
3236,London Borough of Richmond upon Thames (Electoral Changes) Order 2020,,SI,2020,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780348211689,yK3dpjzK,949,
1036,Local Elections (Northern Ireland) (Election Expenses) Order 2019,,SI,2019,in accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2019/9780111179536,MVXhpWgX,1351,
7144,Scotland Act 1998 (Increase of Borrowing Limits) Order 2025,,SI,2025,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348271324,E57Wyqoe,1289,
6248,Energy Bills Discount Scheme (Amendment) Regulations 2024,,SI,2024,In accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2024/9780348257380,Ox2YpJu5,6947,
884,Automatic Enrolment (Earnings Trigger and Qualifying Earnings Band) Order 2019,,SI,2019,,2019-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2019/9780111178447,ya3OXQ4D,145,
2950,Industrial Training Levy (Engineering Construction Industry Training Board) Order 2020,,SI,2020,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780111196830,jPNQiLMi,1763,
6760,Recognition of Professional Qualifications and Implementation of International Recognition Agreements (Amendment) (Extension to Switzerland etc.) Regulations 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348265095,eNAhYa0M,6925,
3350,Environment and Wildlife (Miscellaneous Amendments etc.) (EU Exit) Regulations 2020,,SI,2020,,2020-12-31 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2020/9780348213232,8s1fbPGB,"1, 1320",
2320,Transport Levying Bodies (Amendment) Regulations 2018,,SI,2018,,2018-10-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111167533,3fAsWwZ7,397,
987,Social Security Benefits Up-rating Order 2019,,SI,2019,in accordance with article 1(3) and (4),,,https://www.legislation.gov.uk/ukdsi/2019/9780111179888,lsjEZfc3,528,
5903,Pensions Act 2004 and the Equality Act 2010 (Amendment) (Equal Treatment by Occupational Pension Schemes) Regulations 2023,,SI,2023,in accordance with regulation 1(b),,,https://www.legislation.gov.uk/ukdsi/2023/9780348251777,R8sE5oDu,17808,
5189,Food and Feed (Miscellaneous Amendments) Regulations 2022,,SI,2022,,2022-12-31 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2022/9780348240047,fxtSXJFG,1,
5269,East Hertfordshire (Electoral Changes) Order 2023,,SI,2023,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2023/9780348241341,sWDugg3H,949,
5963,Major Sporting Events (Income Tax Exemption) (World Athletics Indoor Championships Glasgow 24) Regulations 2023,,SI,2023,,2024-02-22 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2023/9780348252644,erDNVM3Y,1191,
5174,"Animals and Animal Health, Feed and Food, Plants and Plant Health (Amendment) Regulations 2022",,SI,2022,,2022-12-13 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2022/9780348239911,WjDDbVJ3,1,
5960,Immigration (Health Charge) (Amendment) Order 2023,,SI,2023,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2023/9780348252637,Oj1daRX3,1300,
6466,Trade Union and Labour Relations (Consolidation) Act 1992 (Amendment of Schedule A2) Order 2024,,SI,2024,,2024-07-18 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348260595,acz2v1l0,555,
5413,International Fund for Agricultural Development (Twelfth Replenishment) Order 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348243772,bzfkLa5n,1307,
5195,Air Quality (Designation of Relevant Public Authorities) (England) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348240290,FovBqraC,106,
4930,Suffolk (Electoral Changes) Order 2022,,SI,2022,in accordance with article 1(2) to (4),,,https://www.legislation.gov.uk/ukdsi/2022/9780348235937,GjNqnjkk,949,
6673,Radio Equipment (Amendment) (Northern Ireland) Regulations 2024,,SI,2024,,2024-12-28 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2024/9780348264074,DgVC1i1t,1,
3719,Automatic Enrolment (Earnings Trigger and Qualifying Earnings Band) Order 2021,,SI,2021,,2021-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348219289,O2dDGrz8,145,
6887,Procurement Act 2023 (Consequential and Other Amendments) Regulations 2025,,,2025,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2025/9780348267181,EXhVYrFu,18397,
6454,Scotland Act 1998 (Increase of Borrowing Limits) Order 2024,,SI,2024,In accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348260526,wvmmbMZE,1289,
4449,Wine (Amendment) Regulations 2021,,SI,2021,,2022-01-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2021/9780348229356,g1DjtGVb,12,
6437,Representation of the People (England and Wales and Northern Ireland) (Amendment) Regulations 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348260298,UMqjmUXA,"1052, 1718",
2298,Scottish Rates of Income Tax (Consequential Amendments) Order 2018,,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111167229,weyVvV8C,1289,
506,Humane Trapping Standards Regulations 2019,,SI,2019,,2019-03-28 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2019/9780111174722,L9NJOzcb,2419,
242,North Devon (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171585,zo2QN0LF,949,
698,Devolved Income Tax Rates (Consequential Amendments) Order 2018,,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111176450,iWVXBuU9,"1038, 1289",
86,European Union (Definition of Treaties) (Partnership Agreement on Relations and Cooperation) (New Zealand) Order 2018,,SI,2018,in accordance with article 2,,,https://www.legislation.gov.uk/ukdsi/2018/9780111169889,MJRZgm6X,2419,
735,Ship Recycling (Facilities and Requirements for Hazardous Materials on Ships) (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111175682,6rGgg0zs,1,
5507,Licensing Act 2003 (Coronation Licensing Hours) Order 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348245561,vdwiOZza,897,
5085,Adult Social Care Information (Enforcement) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348238716,XDKwMtMx,1189,
4386,Electric Vehicles (Smart Charge Points) Regulations 2021,,SI,2021,,2022-06-30 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348228434,5dFL4UGb,1095,
3537,Airports Slot Allocation (Amendment) (EU Exit) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348216202,LhMXO6gC,1,
4576,Occupational Pension Schemes (Collective Money Purchase Schemes) Regulations 2022,,SI,2022,,2022-08-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348231182,C9Hd8h8Q,145,
1635,Northern Ireland (Ministerial Appointment Functions) (No. 2) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111188385,mSDXQJd4,1208,
3445,Veterinary Medicines and Residues (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2020/9780348214345,DfqAWqBd,1,
1364,"Animal Health, Plant Health, Seeds and Seed Potatoes (Amendment) (EU Exit) Regulations 2019",,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111183601,X5JFtSNZ,1,1094
2617,Social Security Benefits Up-rating Order 2020,,SI,2020,in accordance with article 1(3) and (4).,,,https://www.legislation.gov.uk/ukdsi/2020/9780111192634,HLQ9znCz,528,
897,"Investment Exchanges, Clearing Houses and Central Securities Depositories (Amendment) (EU Exit) Regulations 2019",,SI,2019,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2019/9780111178683,f4ABeluA,"1282, 1, 2419",652
4380,Coronavirus Act 2020 (Early Expiry) (No. 2) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348228465,sSr2cNs8,1326,
4560,Goods Vehicles (Licensing of Operators) (Amendment) Regulations 2022,,SI,2022,in accordance with regulation 2,,,https://www.legislation.gov.uk/ukdsi/2022/9780348230987,PX3gR8bU,"1, 12, 353",
6738,Contracts for Difference (Miscellaneous Amendments) Regulations 2024,,SI,2024,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348264845,3N6CC5tv,863,
185,Child Support (Miscellaneous Amendments) Regulations 2018,,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171264,cDVVk8C2,308,
3106,Services of Lawyers and Lawyer's Practice (Revocation etc.) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780348210132,bEzdpMeq,"1, 1320",
4964,Cat and Dog Fur (Control of Movement etc.) (EU Exit) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348236507,ukjf7E4R,1,
5788,Stockton-on-Tees (Electoral Changes) (Amendment) Order 2023,,SI,2023,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2023/9780348249842,OVNz4HGe,949,
6531,Ivory Act 2018 (Meaning of ?Ivory? and Miscellaneous Amendments) Regulations 2024,,SI,2024,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348261776,hIrGk1Ur,1053,
5021,North Lincolnshire (Electoral Changes) Order 2022,,SI,2022,In accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2022/9780348237269,CrmlKLMP,949,
5701,Immigration and Nationality (Fees) (Amendment) Order 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348248531,kGjkUinl,1300,
6707,Trade Union and Labour Relations (Consolidation) Act 1992 (Amendment of Schedule A2) Order 2024,,SI,2024,,2025-01-20 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2024/9780348260595,buYbqhnt,555,
1591,International Bank for Reconstruction and Development (Selective Capital Increase) Order 2019,,SI,2019,in accordance with Article 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111187913,MxDWvB1X,1307,
1516,Victims and Witnesses (Scotland) Act 2014 (Consequential Modification) Order 2019,,SI,2019,in accordance with article 1(1),,,https://www.legislation.gov.uk/ukdsi/2019/9780111187005,XfR1B04B,1289,
5431,Agriculture (Financial Assistance) (Amendment) Regulations 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348244212,af3R0V9K,10,
7085,Motor Vehicles (Driving Licences) (Amendment) (No. 2) Regulations 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348270303,M6eHWCzS,17808,
6317,Plant Health (Fees) (England) and Official Controls (Frequency of Checks) (Amendment) Regulations 2024,,SI,2024,,2024-04-30 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348258455,BcEG4nNy,1,
6125,Combined Authorities (Mayoral Elections) Order 2017 (Amendment) Regulations 2024,,SI,2024,In accordance with Article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2024/9780348255041,1SPVzrwx,"949, 6940, 18399",
3411,European Union Withdrawal (Consequential Modifications) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780348214055,xykcpFMq,"1320, 1",
3070,Greenhouse Gas Emissions Trading Scheme Order 2020,,SI,2020,in accordance with article 2,,,https://www.legislation.gov.uk/ukdsi/2020/9780348209761,qR5VB4TP,1350,
5358,Environmental Targets (Water) (England) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348242911,ZnaG1LVp,1395,
1699,Justice and Security (Northern Ireland) Act 2007 (Extension of duration of non-jury trial provisions) Order 2017,,SI,2017,,2017-07-23 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2017/9780111158456,1YRPshpy,1146,
6261,Economic Crime and Corporate Transparency Act 2023 (Financial Penalty) Regulations 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348257588,oGcdlSWt,1183,
3706,"Tax Credits, Child Benefit and Guardian's Allowance Up-rating Regulations 2021",,SI,2021,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2021/9780348219166,hGrPe9rQ,"795, 528, 527",
6213,Single Source Contract (Amendment) Regulations 2024,,SI,2024,,2024-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348256437,tZtHdVZy,1294,
1089,European Structural and Investment Funds Common Provisions (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180884,lM1n9nlP,1,613
4423,Transport Act 2000 (Air Traffic Services Licence Modification Appeals) (Prescribed Aerodromes) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348229011,13RqxTtu,46,
1256,Financial Services (Miscellaneous) (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111182116,IA1CLT90,1,
4777,Fatal Accidents Act 1976 (Remedial) Order 2020,,SI,2020,,,,https://www.legislation.gov.uk/ukdsi/2020/9780111193136,0GXVSIwP,1324,4776
801,Intellectual Property (Copyright and Related Rights) (Amendment) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111177235,MicmrOlX,1,414
4001,Justice and Security (Northern Ireland) Act 2007 (Extension of Duration of Non-jury Trial Provisions) Order 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348222791,23oVYPVc,1146,
6152,Registered Office Address (Rectification of Register) Regulations 2024,,SI,2024,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348255645,AmoT22z3,1183,
4833,"Pharmacy (Responsible Pharmacists, Superintendent Pharmacists etc.) Order 2022",,SI,2022,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2022/9780348234664,HqrpuNqq,1270,
6107,Shropshire (Electoral Changes) Order 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348254709,DmQ2N6Zg,949,
4269,Social Security (Scotland) Act 2018 (Disability Assistance for Children and Young People) (Consequential Modifications) (No. 2) Order 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348226898,cpSbVxUV,1289,
7200,Contracts for Difference (Miscellaneous Amendments) (No. 3) Regulations 2025,,SI,2025,Coming into force in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348272284,11NXV7pC,863,
6238,National Minimum Wage (Amendment) (No. 2) Regulations 2024,,SI,2024,,2024-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2024/9780348257038,biC4BS3S,427,
4643,Agriculture (Lump Sum Payment) (England) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348232035,5npQFQHL,10,
5395,Pneumoconiosis etc. (Workers' Compensation) (Payment of Claims) (Amendment) Regulations 2023,,,2023,,2023-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2023/9780348243543,uNC2BMgk,79,
391,"Timeshare, Holiday Products, Resale and Exchange Contracts (Amendment etc.) (EU Exit) Regulations 2018",,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111173695,0LeIjDfI,1,
4910,Local Authority and Combined Authority Elections (Nomination of Candidates) (Amendment) (England) Regulations 2022,,SI,2022,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2022/9780348235708,pVcb6pGd,928,
714,Civil Jurisdiction and Judgments (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111176726,0VjPCpsq,1,
6018,"Hydrogen Production Revenue Support (Directions, Eligibility and Counterparty) Regulations 2023",,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348253474,6Y08eUaB,18398,
1325,Protecting Against the Effects of the Extraterritorial Application of Third Country Legislation (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111183229,jf0SXNXC,1,
6004,Strikes (Minimum Service Levels: Border Security) Regulations 2023,,SI,2023,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2023/9780348253337,51IMBeZ9,555,
7158,Human Medicines (Amendments Relating to Hub and Spoke Dispensing etc.) Regulations 2025,,SI,2025,,2025-10-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2025/9780348271577,aoMiHQU2,24,
4771,Human Fertilisation and Embryology Act 2008 (Remedial) Order 2018,,SI,2018,,,,https://www.legislation.gov.uk/ukdsi/2018/9780111171660,85Uegc5y,1324,4770
4059,European Union and European Atomic Energy Community (Immunities and Privileges) Order 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348223637,yrvT2CSd,2731,
4760,Licensing Act 2003 (Platinum Jubilee Licensing Hours) Order 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348233568,p34KL0et,897,
5364,Environmental Targets (Woodland and Trees Outside Woodland) (England) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348242942,atzCDLkW,1395,
1540,Electricity Capacity (No. 2) Regulations 2019,,SI,2019,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2019/9780111187500,7PhFM8GV,863,
965,National Minimum Wage (Amendment) Regulations 2019,,SI,2019,,2019-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2019/9780111179352,JZ1rvtZU,427,
6237,Windsor Framework (Constitutional Status of Northern Ireland) Regulations 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348257076,h7v6bfTj,1,
2864,Northern Ireland Banknote (Designation of Authorised Bank) Regulations 2020,,SI,2020,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2020/9780111195901,qPCz4P68,25,
3380,Export Control (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 2,,,https://www.legislation.gov.uk/ukdsi/2020/9780348213782,wKGvQJ3L,"1341, 1",
2681,Local Elections (Northern Ireland) (Amendment) Order 2020,,SI,2020,,,,https://www.legislation.gov.uk/ukdsi/2020/9780111193310,OgwhJ0yd,1052,
194,Armed Forces (Terms of Service) (Amendments Relating to Flexible Working) Regulations 2018,,SI,2018,,2019-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111171424,m6w1ruLC,1366,
1146,Detergents (Amendment) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111181294,UlsK7DTY,1,
1257,Electronic Commerce and Solvency 2 (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111182000,1wM9gbJX,1,
7185,Nuclear Installations (Compensation for Nuclear Damage) (Amendment) Regulations 2025,,SI,2025,In accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2025/9780348272079,TSfTJszJ,18398,
911,State Aid (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1(1),,,https://www.legislation.gov.uk/ukdsi/2019/9780111178768,ko2k2zfJ,1,
6722,Aviation Safety (Amendment) Regulations 2024,,SI,2024,In accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2024/9780348264685,OIwtwR8K,17808,
6176,Waste Enforcement (Fixed Penalty Receipts) (Amendment) (England and Wales) Regulations 2023,,SI,2024,,2024-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2023/9780348256062,mP78VP1g,1272,
6019,"Nationality, Immigration and Asylum Act 2002 (Amendment of List of Safe States) Regulations 2024",,SI,2024,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2024/9780348253481,dX9dSKyD,789,
470,"Anti-social Behaviour, Crime and Policing Act 2014 (Amendment) Order 2018",,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111174029,sHmw2924,1199,
7326,Financial Services and Markets Act 2023 (Mutual Recognition Agreement) (Switzerland) Regulations 2025,,SI,2025,,2026-01-01 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2025/9780348274325,Hyz72MH8,17810,
6640,Worcestershire (Electoral Changes) Order 2024,,SI,2024,"In accordance with article 1(2), (3), (4) and (5)",,,https://www.legislation.gov.uk/ukdsi/2024/9780348263350,usbcUCOb,949,
5142,European University Institute (EU Exit) Regulations 2022,,SI,2022,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2022/9780348239584,mytvsLny,"1, 1260",1243
5557,Windsor Framework (Democratic Scrutiny) Regulations 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348246322,sdeXH4ul,1,
6525,Financial Services and Markets Act 2000 (Ombudsman Scheme) (Fees) Regulations 2024,,SI,2024,In accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2024/9780348261653,votZGe7P,1282,
1427,Community Infrastructure Levy (Amendment) (England) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111185582,UCmOsl3h,946,
2570,Grants to the Churches Conservation Trust Order 2020,,SI,2020,,2020-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2020/9780111191866,KIQmqzxu,2660,
4592,Grants to the Churches Conservation Trust Order 2022,,SI,2022,,2022-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348231281,GflQet0Z,2660,
5335,Legislative Reform (Regulator of Social Housing) (England) Order 2018,,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111166475,pGEz0edj,1179,
4618,Energy Performance of Buildings (England and Wales) (Amendment) Regulations 2022,,SI,2022,,2022-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2022/9780348231670,iMliTrXl,1,
2236,Forest of Dean (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2018/9780111166031,zV7PUUTn,949,
852,Small Charitable Donations Act (Amendment) Order 2019,,SI,2019,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111178164,SLwLjmbt,1212,
2354,"Bournemouth, Dorset and Poole (Structural Changes) Order 2018",,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111168134,20CUSlrK,1339,
713,Civil Partnership and Marriage (Same Sex Couples) (Jurisdiction and Judgments) (Amendment etc.) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111176719,IvOHfnEM,1,
1092,Challenges to Validity of EU Instruments (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180693,9LlLBhkl,1,
1056,Gibraltar (Miscellaneous Amendments) (EU Exit) Regulations 2019,,SI,2019,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2019/9780111180594,uqM3vPe5,1,
2873,INSPIRE (Amendment) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2020/9780111195963,CjiuMBg7,1,
6824,Hull and East Yorkshire Combined Authority Order 2024,,SI,2024,In accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2024/9780348266191,dbA0i2tS,949,
480,Statutory Auditors and Third Country Auditors (Amendment) (EU Exit) Regulations 2018,,SI,2018,in accordance with regulation 2,,,https://www.legislation.gov.uk/ukdsi/2018/9780111174333,h09Hx00w,"393, 1062, 1183, 1",
7219,Criminal Justice Act 2003 (Suitability for Fixed Term Recall) Order 2025,,SI,2025,Coming into force in accordance with article 2,,,https://www.legislation.gov.uk/ukdsi/2025/9780348272628,wAxV95aT,842,
4637,Human Medicines (Coronavirus and Influenza) (Amendment) Regulations 2022,,SI,2022,,,,https://www.legislation.gov.uk/ukdsi/2022/9780348231885,F2los4rq,24,
7011,Barnsley (Electoral Changes) Order 2025,,SI,2025,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2025/9780348269222,L3P8rkV3,949,
