id,procedure_statutory_instrument_name,statutory_instrument_number,statutory_instrument_number_prefix,statutory_instrument_number_year,coming_into_force_note,coming_into_force_date,made_date,web_link,triple_store_id,acts_string,preceding_work_packaged_thing_string
2176,Domestic Renewable Heat Incentive Scheme (Amendment) Regulations 2018,,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111165362,icbBbnmB,662,
4058,"Social Security (Scotland) Act 2018 (Disability Assistance, Young Carer Grants, Short-term Assistance and Winter Heating Assistance) (Consequential Provision and Modifications) Order 2021",,SI,2021,,2021-07-26 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348223620,YGBX3x34,1289,
1803,South Lakeland (Electoral Changes) Order 2017,,SI,2017,,,,https://www.legislation.gov.uk/ukdsi/2017/9780111158623,Cjbx3Wu3,949,
1813,Regulation of Social Housing (Influence of Local Authorities) (England) Regulations 2017,,SI,2017,in accordance with regulation 1(1).,,,https://www.legislation.gov.uk/ukdsi/2017/9780111160312,ywQI3ltM,1026,
2023,Investigatory Powers (Review of Notices and Technical Advisory Board) Regulations 2018,,SI,2018,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111163597,BRisPO3d,1334,
2167,National Minimum Wage (Amendment) Regulations 2018,,SI,2018,,2018-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111165195,tvG111pU,427,
4202,Terrorism Act 2000 (Proscribed Organisations) (Amendment) (No. 2) Order 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348225815,oOT7aGcW,176,
4068,"Nationality, Immigration and Asylum Act 2002 (Juxtaposed Controls) (Amendment) (No. 2) Order 2021",,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348223743,3pyQLu92,789,
4137,Medical Devices (Northern Ireland Protocol) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348224740,EqN2hQoC,1,
2106,Mesothelioma Lump Sum Payments (Conditions and Amounts) (Amendment) Regulations 2018,,SI,2018,,2018-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111164280,n0Kq0k9l,79,
1740,South Norfolk (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2017/9780111158883,9WTP0Vkr,949,
4108,Alcohol Licensing (Coronavirus) (Regulatory Easements) (Amendment) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348224412,Jgl3zqBM,"897, 1319",
1835,Drug Dealing Telecommunications Restriction Orders Regulations 2017,,SI,2017,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2017/9780111160572,aweDwOZ2,1143,
4070,Contracting Out (Functions in Relation to Space) Order 2021,,SI,2021,in accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2021/9780348223866,HkQbFrQr,824,
1897,Local Authorities (Mayoral Elections) (England and Wales) (Amendment) Regulations 2017,,SI,2017,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2017/9780111161548,v4zsILtn,928,
4130,Bank of England Act 1998 (Macro-prudential Measures) (Amendment) Order 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348224665,ZRNy2pyR,1034,
4087,"Town and Country Planning (Fees for Applications, Deemed Applications, Requests and Site Visits) (England) (Amendment) Regulations 2021",,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348224078,4PS7Q9Mc,1047,
2136,Armed Forces Act (Continuation) Order 2018,,SI,2018,,,,https://www.legislation.gov.uk/ukdsi/2018/9780111164563,ErY9ehFX,1366,
2119,Rotherham (Electoral Changes) Order 2018,,SI,2018,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111164020,zzgGyFvr,949,
1814,Selection of the President of Welsh Tribunals Regulations 2017,,SI,2017,in accordance with regulation 1(1).,,,https://www.legislation.gov.uk/ukdsi/2017/9780111160299,d8LRhKye,1287,
1765,Horsham (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2017/9780111159057,uv2V3yUO,949,
4002,Payment and Electronic Money Institution Insolvency Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348222814,kdHjbLEw,"25, 1",
1926,Environmental Protection (Microbeads) (England) Regulations 2017,,SI,2017,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2017/9780111162118,oJUjJfqs,"165, 1230",
1726,South Lakeland (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2017/9780111160145,dlt5tVwX,949,
1794,"Small Business, Enterprise and Employment Act 2015 (Consequential Amendments, Savings and Transitional Provisions) Regulations 2017",,SI,2017,,,,https://www.legislation.gov.uk/ukdsi/2017/9780111153246,dPNY9X6d,1330,
4127,Bracknell Forest (Electoral Changes) Order 2021,,SI,2021,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2021/9780348224542,NqCLFLTw,949,
1885,Double Taxation Relief and International Tax Enforcement (Kyrgyzstan) Order 2017,,SI,2017,,,,https://www.legislation.gov.uk/ukdsi/2017/9780111161265,HWf8O7KR,"1219, 338",
1754,African Development Bank (Fourteenth Replenishment of the African Development Fund) Order 2017,,SI,2017,in accordance with Article 1,,,https://www.legislation.gov.uk/ukdsi/2017/9780111158692,zqLhDxmd,1307,
4074,Space Industry Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348223682,03h5LPsS,1360,
1739,North Norfolk (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2017/9780111158876,LgbBTzBZ,949,
3927,Food and Feed Safety (Miscellaneous Amendments and Transitional Provisions) Regulations 2021,,SI,2021,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2021/9780348221817,fGKAcAaK,"1080, 1",
3806,Energy Performance of Buildings (England and Wales) (Amendment) Regulations 2021,,SI,2021,,2021-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348220216,HAJpLuz1,1,
4121,Market Surveillance (Northern Ireland) Regulations 2021,,SI,2021,,2021-07-16 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348224641,BWTGOOKF,1,
2137,Waste Enforcement (England and Wales) Regulations 2018,,SI,2018,in accordance with regulation 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2018/9780111164792,5SlSik17,1272,
3980,UK Withdrawal from the European Union (Continuity) (Scotland) Act 2021 (Consequential Provisions and Modifications) Order 2021,,SI,2021,in accordance with article 1(2),,,https://www.legislation.gov.uk/ukdsi/2021/9780348222432,18rYxtn7,1289,
1801,Harborough (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2017/9780111160053,tcDvaFE7,949,
2184,Animal Welfare (Licensing of Activities Involving Animals) (England) Regulations 2018,,SI,2018,,2018-10-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111165485,zlZ5Dqjy,1328,
2186,Employment Rights Act 1996 (Itemised Pay Statement) (Amendment) (No. 2) Order 2018,,SI,2018,,2019-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111165515,jO8gwQGj,968,
1812,Business Contract Terms (Assignment of Receivables) Regulations 2017,,SI,2017,,,,https://www.legislation.gov.uk/ukdsi/2017/9780111160305,0YbqgW4z,1330,
1858,"Proceeds of Crime Act 2002 (Search, Seizure and Detention of Property: Code of Practice) Order 2018",,SI,2018,,2018-01-31 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2018/9780111160831,Rl3g7Dh8,1358,
1855,Proceeds of Crime Act 2002 (Investigations: Code of Practice) Order 2018,,SI,2018,,2018-01-31 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2018/9780111160817,1NpG2AwY,1358,
1772,Greater Manchester Combined Authority (Public Health Functions) Order 2017,,SI,2017,in accordance with article 1.,,,https://www.legislation.gov.uk/ukdsi/2017/9780111159132,jGrWdKfQ,949,
2022,Investigatory Powers (Interception by Businesses etc. for Monitoring and Record-keeping Purposes) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111163603,Z4FEY46k,1334,
4073,Spaceflight Activities (Investigation of Spaceflight Accidents) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348223699,nrDjk06z,1360,
1759,International Development Association (Multilateral Debt Relief Initiative) (Amendment) Order 2017,,SI,2017,in accordance with Article 1.,,,https://www.legislation.gov.uk/ukdsi/2017/9780111158678,CwfIyOgz,1307,
1751,Renewables Obligation (Amendment) (Energy Intensive Industries) Order 2017,,SI,2017,Coming into force in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2017/9780111159170,vaeYCrHG,215,
3937,"Proceeds of Crime Act 2002 (Search, Seizure and Detention of Property: Code of Practice) (Northern Ireland) Order 2021",,SI,2021,,2021-06-28 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348221633,S80H12nn,1358,
2179,Police Powers of Designated Civilian Staff and Volunteers (Excluded Powers and Duties of Constables) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111165225,GNfndjnb,893,
1865,Ribble Valley (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2017/9780111160930,RcYz2LdC,949,
2062,Littering From Vehicles Outside London (Keepers: Civil Penalties) Regulations 2018,,SI,2018,,2018-04-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111163818,3j3Ms9TZ,165,
3863,Recognised Auction Platforms (Amendment and Miscellaneous Provisions) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348220940,KUSszGYd,"1, 1282",
2122,Enhanced Partnership Plans and Schemes (Objections) Regulations 2018,,SI,2018,,2018-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111164174,fb06m1DZ,46,
1725,Newcastle upon Tyne (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1.,,,https://www.legislation.gov.uk/ukdsi/2017/9780111158647,itsltP1d,949,
2112,"Seafarers (Insolvency, Collective Redundancies and Information and Consultation Miscellaneous Amendments) Regulations 2018",,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111164334,OuDVE7lI,"1337, 743, 555",
3776,"Mayoral and Police and Crime Commissioner Elections (Coronavirus, Nomination of Candidates) (Amendment) Order 2021",,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348219913,7ftoW5Jc,"928, 949, 61",
2008,Gambling Act 2005 (Amendment of Schedule 6) Order 2018,,SI,2018,in accordance with article 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111163245,50gPauGu,1355,
4136,Major Sporting Events (Income Tax Exemption) (2021 UEFA Super Cup) Regulations 2021,,SI,2021,,2021-07-31 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348224726,DGCn66AY,1191,
1724,Leeds (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1(2) and (3).,,,https://www.legislation.gov.uk/ukdsi/2017/9780111158654,QbUQDprE,949,
2026,Financial Assistance Scheme (Increased Cap for Long Service) Regulations 2018,,SI,2018,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2018/9780111163542,5NM5orTM,1061,
3895,London Borough of Waltham Forest (Electoral Changes) Order 2021,,SI,2021,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2021/9780348221138,VD2fXHjL,949,
1921,Transparency of Donations and Loans etc. (Northern Ireland Political Parties) Order 2018,,SI,2018,in accordance with Article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2018/9780111162019,eTIM83rU,"77, 1052, 600",
3894,London Borough of Newham (Electoral Changes) Order 2021,,SI,2021,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2021/9780348221145,rDeogpAB,949,
1756,Asian Development Bank (Eleventh Replenishment of the Asian Development Fund) Order 2017,,SI,2017,in accordance with Article 1.,,,https://www.legislation.gov.uk/ukdsi/2017/9780111158708,R6JZgwJJ,1307,
1763,Ashford (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2017/9780111159033,OwqM30K3,949,
4226,Food (Promotion and Placement) (England) Regulations 2021,,SI,2021,,2022-10-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348226195,NqZENfJL,"1080, 1230",
3851,Warm Home Discount (Miscellaneous Amendments) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348220780,uPwQBUYG,1152,
4233,Norfolk (Electoral Changes) Order 2021,,SI,2021,"in accordance with article 1(2), (3) and (4)",,,https://www.legislation.gov.uk/ukdsi/2021/9780348226201,L1FRKoBS,949,
2003,Community Infrastructure Levy (Amendment) Regulations 2018,,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111163030,oNAl1hvW,946,
2141,Passport (Fees) Regulations 2018,,SI,2018,,2018-03-27 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111164884,f7bqXAV9,1301,
3807,Registration of Marriages Regulations 2021,,SI,2021,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2021/9780348220308,VZv8KBn2,"1186, 9",
4067,Introduction and the Import of Cultural Goods (Revocation) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348223491,zv6wIyAf,1,3845
3917,Civil Liability Act 2018 (Financial Conduct Authority) (Whiplash) Regulations 2021,,SI,2021,,2021-05-31 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348221718,mrNH0wmU,1076,
2142,Automatic Enrolment (Earnings Trigger and Qualifying Earnings Band) Order 2018,,SI,2018,,2018-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111164877,V23AJWyJ,145,
3911,Employment Rights Act 1996 (Protection from Detriment in Health and Safety Cases) (Amendment) Order 2021,,SI,2021,,2021-05-31 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348221657,XDYLzlNg,968,
2139,Gambling Act 2005 (Operating Licence Conditions) (Amendment) Regulations 2018,,SI,2018,,2018-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111164907,68xrEg9O,1355,
1904,Policing and Crime Act 2017 (Maritime Enforcement Powers: Code of Practice) Regulations 2017,,SI,2017,in accordance with regulation 1,,,https://www.legislation.gov.uk/ukdsi/2017/9780111161623,KRw8Yx9u,990,
1760,Scotland Act 2016 (Onshore Petroleum) (Consequential Amendments) Regulations 2017,,SI,2017,in accordance with regulation 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2017/9780111159194,mPL4Rfp7,1336,
1939,Housing and Planning Act 2016 (Banning Order Offences) Regulations 2017,,SI,2017,,,,https://www.legislation.gov.uk/ukdsi/2017/9780111162224,EyQkh7ze,1026,
2111,Soft Drinks Industry Levy (Enforcement) Regulations 2018,,SI,2018,,2018-04-06 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111164372,vX2fetNn,1028,
4013,British Nationality Act 1981 (Immigration Rules Appendix EU) (Amendment) Regulations 2021,,SI,2021,,2021-07-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348223125,G8nUUOjv,9,
3930,Asian Development Bank (Twelfth Replenishment of the Asian Development Fund) Order 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348221749,OvGAuJm3,1307,
2165,Electricity Supplier Payments (Amendment) Regulations 2018,,SI,2018,in accordance with regulation 1(2),,,https://www.legislation.gov.uk/ukdsi/2018/9780111165140,IjuWHluH,863,
3892,Plant Health etc. (Fees) (England) (Amendment) Regulations 2021,,SI,2021,,2021-06-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2021/9780348221428,82eL7BO4,1,
1867,Kingston upon Hull (Electoral Changes) Order 2017,,SI,2017,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2017/9780111160985,PciiNJ2N,949,
1853,Proceeds of Crime Act 2002 (Cash Searches: Code of Practice) Order 2018,,SI,2018,,2018-04-16 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2018/9780111160848,MZrM7brv,1358,
4037,Conformity Assessment (Mutual Recognition Agreements) and Weights and Measures (Intoxicating Liquor) (Amendment) Regulations 2021,,SI,2021,,,,https://www.legislation.gov.uk/ukdsi/2021/9780348223361,qHjnSu4A,1375,
5856,Windsor Framework (Enforcement etc.) Regulations 2023,,SI,2023,,,,https://www.legislation.gov.uk/ukdsi/2023/9780348251210,48MptVNC,1,
1003,Air Quality (Taxis and Private Hire Vehicles Database) (England and Wales) Regulations 2019,,SI,2019,,2019-05-01 01:00:00+01,,https://www.legislation.gov.uk/ukdsi/2019/9780111180112,GMwiBqDB,"106, 1291",
6218,Tertiary Education and Research (Wales) Act 2022 (Consequential Amendments) Order 2024,,SI,2024,In accordance with articles 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2024/9780348256703,tqQ6349u,1291,
6660,Prudential Regulation of Credit Institutions (Meaning of CRR Rules and Recognised Exchange) (Amendment) Regulations 2024,,SI,2024,,,,https://www.legislation.gov.uk/ukdsi/2024/9780348263923,dKBb9Db6,17810,
2983,Alternative Dispute Resolution for Consumer Disputes (Extension of Time Limits for Legal Proceedings) (Amendment etc.) (EU Exit) Regulations 2020,,SI,2020,in accordance with regulation 1(2).,,,https://www.legislation.gov.uk/ukdsi/2020/9780348208993,HfEUgipB,1,2839
5141,Armed Forces (Tri-Service Serious Crime Unit) (Consequential Amendments) (No. 2) Regulations 2022,,SI,2022,,2022-12-05 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2022/9780348239522,LcXTbYju,1366,
2357,Somerset West and Taunton (Modification of Boundary Change Enactments) Regulations 2018,,SI,2018,in accordance with regulation 1.,,,https://www.legislation.gov.uk/ukdsi/2018/9780111168165,kSzjBipa,953,
7319,Human Medicines (Authorisation by Pharmacists and Supervision by Pharmacy Technicians) Order 2025,,SI,2025,In accordance with article 1(2) to (5),,,https://www.legislation.gov.uk/ukdsi/2025/9780348274202,Jwq4cWu9,1270,
6664,Barnsley and Sheffield (Boundary Change) Order 2024,,SI,2024,in accordance with article 1(2) and (3),,,https://www.legislation.gov.uk/ukdsi/2024/9780348263992,QJnNbIlk,1339,
7279,Double Taxation Relief and International Tax Enforcement (Romania) Order 2025,,SI,2025,,,,https://www.legislation.gov.uk/ukdsi/2025/9780348273601,w49EluNI,338,
5875,Counter-Terrorism and Security Act 2015 (Risk of Being Drawn into Terrorism) (Revised Guidance) Regulations 2023,,SI,2023,,2023-12-31 00:00:00+00,,https://www.legislation.gov.uk/ukdsi/2023/9780348251395,YXILmMwK,1069,
