"Subject","Predicate","Object"
"http://parliament.uk/ontologies/treaty/GovernmentOrganisation","http://www.w3.org/2000/01/rdf-schema#label","Government organisation"
"http://parliament.uk/ontologies/treaty/commandPaperNumber","http://www.w3.org/2000/01/rdf-schema#comment","A treaty is laid as a Command Paper, having a citation formed of a Command Paper prefix and Command Paper number. Within a series, Command Paper numbers start at 1 and do not exceed 9999."
"http://parliament.uk/ontologies/treaty/requiresPassageOfDraftAndMadeStatutoryInstrumentSubjectToParliamentaryProcedure","http://www.w3.org/2000/01/rdf-schema#range","http://parliament.uk/ontologies/treaty/DraftAndMadeStatutoryInstrumentSubjectToParliamentaryProcedure"
"http://parliament.uk/ontologies/treaty/laidAs","http://www.w3.org/2000/01/rdf-schema#range","http://parliament.uk/ontologies/treaty/TreatyAsLaid"
"http://parliament.uk/ontologies/treaty/inSeries","http://www.w3.org/2000/01/rdf-schema#comment","Relates a treaty series item to the treaty series in which it appears. A treaty series item is listed in a single treaty series."
"http://parliament.uk/ontologies/treaty/TreatyAsLaid","http://www.w3.org/2000/01/rdf-schema#comment","Treaties requiring ratification - including those treaties requiring ratification to which the United Kingdom is acceding - are subject to the Constitutional Reform and Governance Act 2010. The 2010 Act sets out that such treaties must be laid before Parliament prior to ratification and are then subject to a procedure described in part within the Act. All treaties are laid before Parliament following ratification, though this is not a requirement set out in the 2010 Act and does not trigger a parliamentary procedure."
"http://parliament.uk/ontologies/treaty/asSeriesItem","http://www.w3.org/2000/01/rdf-schema#comment","Relates a treaty as laid before Parliament to a treaty series item. A treaty series item places a treaty in the treaty series it is listed in at the time of laying. Each treaty series item refers to one treaty as laid. A treaty as laid appears as one treaty series item"
"http://parliament.uk/ontologies/treaty/commandPaperPrefix","http://www.w3.org/2000/01/rdf-schema#comment","A treaty is laid as a Command Paper, having a citation formed of a Command Paper prefix and Command Paper number. A series of Command Papers has a unique prefix."
"http://parliament.uk/ontologies/treaty/DraftAndMadeStatutoryInstrumentSubjectToParliamentaryProcedure","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class"
"http://parliament.uk/ontologies/treaty/DraftAndMadeStatutoryInstrumentSubjectToParliamentaryProcedure","http://www.w3.org/2000/01/rdf-schema#comment","The National Archives classify made instruments as legislation - and draft instruments as draft legislation. Parliament considers both made and draft instruments as part of the legislative process, distinct from a FRBR work as used by TNA. Parliament includes draft instruments in its description of statutory instruments, which are modelled here together."
