id,title,royalassentdate,year,chapternumber,legislationgovuri,dataparliamenturi,triplestoreid
5892,Army (Annual) Act 1918,1918-04-30,1918,6,,http://data.parliament.uk/publicgeneralact/1918/6,evnXXpVB
5893,"Increase of Rent, &c. (Amendment) Act 1918",1918-05-02,1918,7,,http://data.parliament.uk/publicgeneralact/1918/7,fSm9NWlg
5894,Workmen's Compensation (Illegal Employment) Act 1918,1918-05-16,1918,8,,http://data.parliament.uk/publicgeneralact/1918/8,FAq3lgEM
5895,Defence of the Realm (Food Profits) Act 1918,1918-05-16,1918,9,,http://data.parliament.uk/publicgeneralact/1918/9,fsscm1cE
5896,Post Office Act 1918,1918-05-16,1918,10,,http://data.parliament.uk/publicgeneralact/1918/10,kcT4MmFW
5897,Consolidated Fund (No. 2) Act 1918,1918-06-27,1918,11,,http://data.parliament.uk/publicgeneralact/1918/11,8ZjppzHI
5898,"Defence of the Realm (Beans, Peas and Pulse Orders) Act 1918",1918-06-27,1918,12,,http://data.parliament.uk/publicgeneralact/1918/12,VvX7Aa5m
5899,Horse Breeding Act 1918,1918-06-27,1918,13,https://www.legislation.gov.uk/id/ukpga/Geo5/8-9/13,http://data.parliament.uk/publicgeneralact/1918/13,159RORgC
5900,Workmen's Compensation (Silicosis) Act 1918,1918-07-30,1918,14,,http://data.parliament.uk/publicgeneralact/1918/14,cpRVyTF3
5901,Finance Act 1918,1918-07-30,1918,15,,http://data.parliament.uk/publicgeneralact/1918/15,Qz24f2Ia
5902,Solicitors (Articled Clerks) Act 1918,1918-07-30,1918,16,,http://data.parliament.uk/publicgeneralact/1918/16,zCf8bTZD
5903,Land Drainage Act 1918,1918-07-30,1918,17,,http://data.parliament.uk/publicgeneralact/1918/17,zc8JRfgT
5904,Summary Jurisdiction (Ireland) Act 1918,1918-07-30,1918,18,,http://data.parliament.uk/publicgeneralact/1918/18,vTuFqaeP
5905,Deputy Lieutenants Act 1918,1918-07-30,1918,19,,http://data.parliament.uk/publicgeneralact/1918/19,tQutkKK2
5906,Labourers (Ireland) Act 1918,1918-07-30,1918,20,,http://data.parliament.uk/publicgeneralact/1918/20,ZGSxVg7L
5907,Expiring Laws Continuance Act 1918,1918-07-30,1918,21,,http://data.parliament.uk/publicgeneralact/1918/21,t69ZoQyG
5908,Parliament and Local Elections Act 1918,1918-07-30,1918,22,,http://data.parliament.uk/publicgeneralact/1918/22,dy615xik
5909,Juries Act 1918,1918-07-30,1918,23,,http://data.parliament.uk/publicgeneralact/1918/23,KWCqAyCc
5910,Flax Companies (Financial Assistance) Act 1918,1918-07-30,1918,24,,http://data.parliament.uk/publicgeneralact/1918/24,khleHPvd
5911,War Loan Act 1918,1918-07-30,1918,25,,http://data.parliament.uk/publicgeneralact/1918/25,3o9pxNfJ
5912,Small Holding Colonies (Amendment) Act 1918,1918-07-30,1918,26,https://www.legislation.gov.uk/id/ukpga/Geo5/8-9/26,http://data.parliament.uk/publicgeneralact/1918/26,kMNrLzrd
5913,Public Works Loans Act 1918,1918-08-08,1918,27,,http://data.parliament.uk/publicgeneralact/1918/27,4QuxeQW7
5914,Government War Obligations Act 1918,1918-08-08,1918,28,,http://data.parliament.uk/publicgeneralact/1918/28,h3DFEC2z
5915,Maternity and Child Welfare Act 1918,1918-08-08,1918,29,,http://data.parliament.uk/publicgeneralact/1918/29,K7j3zNld
5916,Naval Prize Act 1918,1918-08-08,1918,30,,http://data.parliament.uk/publicgeneralact/1918/30,NPYFLY5w
5917,Trading with the Enemy (Amendment) Act 1918,1918-08-08,1918,31,,http://data.parliament.uk/publicgeneralact/1918/31,fYVWhxLx
5918,Trade Boards Act 1918,1918-08-08,1918,32,,http://data.parliament.uk/publicgeneralact/1918/32,rtaH9rue
5919,Asylums and Certified Institutions (Officers Pensions) Act 1918,1918-08-08,1918,33,,http://data.parliament.uk/publicgeneralact/1918/33,uLV7k5nv
5920,Statutory Undertakings (Temporary Increase of Charges) Act 1918,1918-08-08,1918,34,,http://data.parliament.uk/publicgeneralact/1918/34,VvpfGPJM
5921,Public Health (Borrowing Powers) (Ireland) Act 1918,1918-08-08,1918,35,,http://data.parliament.uk/publicgeneralact/1918/35,pZ6G1zlc
5922,Corn Production (Amendment) Act 1918,1918-08-08,1918,36,,http://data.parliament.uk/publicgeneralact/1918/36,KAYO1JQh
5923,Consolidated Fund (No. 3) Act 1918,1918-08-08,1918,37,,http://data.parliament.uk/publicgeneralact/1918/37,KwUZzXhs
5924,British Nationality and Status of Aliens Act 1918,1918-08-08,1918,38,https://www.legislation.gov.uk/id/ukpga/Geo5/8-9/38,http://data.parliament.uk/publicgeneralact/1918/38,b8dROX3c
5925,Education Act 1918,1918-08-08,1918,39,https://www.legislation.gov.uk/id/ukpga/Geo5/8-9/39,http://data.parliament.uk/publicgeneralact/1918/39,R0yJq3S8
5926,Income Tax Act 1918,1918-08-08,1918,40,,http://data.parliament.uk/publicgeneralact/1918/40,8G2GN6DF
5927,Isle of Man (Customs) Act 1918,1918-11-21,1918,41,,http://data.parliament.uk/publicgeneralact/1918/41,QyeZrzOx
5928,Loans (Incumbents of Benefices) Amendment Act 1918,1918-11-21,1918,42,,http://data.parliament.uk/publicgeneralact/1918/42,mLDvYAmH
5929,Midwives Act 1918,1918-11-21,1918,43,,http://data.parliament.uk/publicgeneralact/1918/43,LmtYmNbw
5930,Special Commission (Belfast Prison) Act 1918,1918-11-21,1918,44,,http://data.parliament.uk/publicgeneralact/1918/44,Gxpz6FEP
5931,Burgh Gas Supply (Scotland) Amendment Act 1918,1918-11-21,1918,45,,http://data.parliament.uk/publicgeneralact/1918/45,L4e6tl7P
5932,Stockbrokers (Ireland) Act 1918,1918-11-21,1918,46,,http://data.parliament.uk/publicgeneralact/1918/46,TBt6Axz6
5933,Parliament (Qualification of Women) Act 1918,1918-11-21,1918,47,https://www.legislation.gov.uk/id/ukpga/Geo5/8-9/47,http://data.parliament.uk/publicgeneralact/1918/47,to3XbkFe
5934,Education (Scotland) Act 1918,1918-11-21,1918,48,,http://data.parliament.uk/publicgeneralact/1918/48,iMJlnjap
5935,Affiliation Orders (Increase of Maximum Payment) Act 1918,1918-11-21,1918,49,,http://data.parliament.uk/publicgeneralact/1918/49,H7EovDer
5936,Representation of the People (Amendment) Act 1918,1918-11-21,1918,50,,http://data.parliament.uk/publicgeneralact/1918/50,loONvKOF
5937,Police (Pensions) Act 1918,1918-11-21,1918,51,,http://data.parliament.uk/publicgeneralact/1918/51,r0k0tS64
5938,Petroleum (Production) Act 1918,1918-11-21,1918,52,,http://data.parliament.uk/publicgeneralact/1918/52,89dWSEHf
5939,Constabulary and Police (Ireland) Act 1918,1918-11-21,1918,53,https://www.legislation.gov.uk/id/ukpga/Geo5/8-9/53,http://data.parliament.uk/publicgeneralact/1918/53,oL63MHRn
5940,Tithe Act 1918,1918-11-21,1918,54,https://www.legislation.gov.uk/id/ukpga/Geo5/8-9/54,http://data.parliament.uk/publicgeneralact/1918/54,fkfx9Ttc
5941,School Teachers (Superannuation) Act 1918,1918-11-21,1918,55,,http://data.parliament.uk/publicgeneralact/1918/55,jw6O51nc
5948,Local Government (Allotments and Land Cultivation) (Ireland) Act 1917,1917-08-02,1917,30,,http://data.parliament.uk/publicgeneralact/1917/30,5zigRwk4
5949,Finance Act 1917,1917-08-02,1917,31,https://www.legislation.gov.uk/id/ukpga/Geo5/7-8/31,http://data.parliament.uk/publicgeneralact/1917/31,sGJYbhdg
5950,Public Works Loans Act 1917,1917-08-02,1917,32,,http://data.parliament.uk/publicgeneralact/1917/32,VO5qQFNg
5951,Consolidated Fund (No. 4) Act 1917,1917-08-02,1917,33,,http://data.parliament.uk/publicgeneralact/1917/33,EsCcjiNv
5952,Naval Discipline Act 1917,1917-08-02,1917,34,,http://data.parliament.uk/publicgeneralact/1917/34,IjlrlCMC
5953,Isle of Man (Customs) Act 1917,1917-08-21,1917,35,,http://data.parliament.uk/publicgeneralact/1917/35,nWQXEKcb
5954,Police Constables (Naval and Military Service) Act 1917,1917-08-21,1917,36,,http://data.parliament.uk/publicgeneralact/1917/36,JKkDWbO9
5955,"Naval and Military War Pensions, &c. (Transfer of Powers) Act 1917",1917-08-21,1917,37,,http://data.parliament.uk/publicgeneralact/1917/37,Obl9vipD
5956,Expiring Laws Continuance Act 1917,1917-08-21,1917,38,,http://data.parliament.uk/publicgeneralact/1917/38,AqKZk6A9
5957,Fishery Harbours (Continuance of Powers) Act 1917,1917-08-21,1917,39,,http://data.parliament.uk/publicgeneralact/1917/39,6JQCetAL
5958,Public Health (Prevention and Treatment of Disease) (Ireland) Act 1917,1917-08-21,1917,40,,http://data.parliament.uk/publicgeneralact/1917/40,0W87wEoM
5959,War Loan Act 1917,1917-08-21,1917,41,,http://data.parliament.uk/publicgeneralact/1917/41,z4nkacYq
5960,Workmen's Compensation (War Addition) Act 1917,1917-08-21,1917,42,,http://data.parliament.uk/publicgeneralact/1917/42,MpLqMEGt
5961,Solicitors (Examination) Act 1917,1917-08-21,1917,43,,http://data.parliament.uk/publicgeneralact/1917/43,q9JhL6n2
5962,New Ministries Act 1917,1917-08-21,1917,44,,http://data.parliament.uk/publicgeneralact/1917/44,Md8uSKVo
5963,Munitions of War Act 1917,1917-08-21,1917,45,,http://data.parliament.uk/publicgeneralact/1917/45,pdIsxwOy
5964,Corn Production Act 1917,1917-08-21,1917,46,,http://data.parliament.uk/publicgeneralact/1917/46,1wFYjz2L
5965,Titles Deprivation Act 1917,1917-11-08,1917,c.47,https://www.legislation.gov.uk/id/ukpga/Geo5/7-8/47,http://data.parliament.uk/publicgeneralact/1917/47,ZnWRhHvS
5966,Bills of Exchange (Time of Noting) Act 1917,1917-11-08,1917,48,https://www.legislation.gov.uk/id/ukpga/Geo5/7-8/48,http://data.parliament.uk/publicgeneralact/1917/48,oJDxgWx4
5967,Consolidated Fund (No. 5) Act 1917,1917-11-08,1917,49,,http://data.parliament.uk/publicgeneralact/1917/49,TnBz6vPW
5968,Parliament and Local Elections (No. 2) Act 1917,1917-11-29,1917,50,,http://data.parliament.uk/publicgeneralact/1917/50,hBfrItal
5969,Air Force (Constitution) Act 1917,1917-11-29,1917,51,https://www.legislation.gov.uk/id/ukpga/Geo5/7-8/51,http://data.parliament.uk/publicgeneralact/1917/51,Y00F83e3
5970,Appropriation Act 1917,1917-12-20,1917,52,,http://data.parliament.uk/publicgeneralact/1917/52,HynBVx4r
5971,Education (Provision of Meals) (Ireland) Act 1917,1917-12-20,1917,53,,http://data.parliament.uk/publicgeneralact/1917/53,FzkOwP3x
5972,"Naval and Military War Pensions, &c. (Committees) Act 1917",1917-12-20,1917,54,,http://data.parliament.uk/publicgeneralact/1917/54,35u9VMSr
5973,Chequers Estate Act 1917,1917-12-20,1917,55,https://www.legislation.gov.uk/id/ukpga/Geo5/7-8/55,http://data.parliament.uk/publicgeneralact/1917/55,3ZdeoNAu
5974,Army (Annual) Act (1916) Amendment Act 1917,1917-04-05,1917,10,,http://data.parliament.uk/publicgeneralact/1917/10,Zoa9YJHO
5975,Naval Discipline (Delegation of Powers) Act 1917,1917-04-05,1917,11,,http://data.parliament.uk/publicgeneralact/1917/11,Vczui0vB
5976,Military Service (Review of Exceptions) Act 1917,1917-04-05,1917,12,,http://data.parliament.uk/publicgeneralact/1917/12,2ahf2xWQ
5977,Parliament and Local Elections Act 1917,1917-04-26,1917,13,,http://data.parliament.uk/publicgeneralact/1917/13,rnI5HMDf
5978,Naval and Military War Pensions &c. (Administrative Expenses) Act 1917,1917-05-17,1917,14,https://www.legislation.gov.uk/id/ukpga/Geo5/7-8/14,http://data.parliament.uk/publicgeneralact/1917/14,g931ctGq
5979,National Insurance (Pt. I. Amendment) Act 1917,1917-05-17,1917,15,,http://data.parliament.uk/publicgeneralact/1917/15,lSXlsH6h
5980,Societies (Suspension of Meetings) Act 1917,1917-05-17,1917,16,,http://data.parliament.uk/publicgeneralact/1917/16,gfekv2hE
5981,Consolidated Fund (No. 3) Act 1917,1917-05-17,1917,17,,http://data.parliament.uk/publicgeneralact/1917/17,GaaR7Jtt
5982,Companies (Foreign Interests) Act 1917,1917-05-24,1917,18,,http://data.parliament.uk/publicgeneralact/1917/18,UgmZjY5Z
5983,Coroners (Emergency Provisions) Act 1917,1917-05-24,1917,19,,http://data.parliament.uk/publicgeneralact/1917/19,adtK8h7I
5984,Billeting of Civilians Act 1917,1917-05-24,1917,20,,http://data.parliament.uk/publicgeneralact/1917/20,83z7feLY
5985,Venereal Disease Act 1917,1917-05-24,1917,21,https://www.legislation.gov.uk/id/ukpga/Geo5/7-8/21,http://data.parliament.uk/publicgeneralact/1917/21,fJjzrqwr
5986,Royal Naval Volunteer Reserve Act 1917,1917-07-10,1917,22,,http://data.parliament.uk/publicgeneralact/1917/22,803xnVlz
5987,Gaming Machines (Scotland) Act 1917,1917-07-10,1917,23,,http://data.parliament.uk/publicgeneralact/1917/23,0BnGTCxH
5988,Trade Union (Amalgamation) Act 1917,1917-07-10,1917,24,,http://data.parliament.uk/publicgeneralact/1917/24,V5G2ytfz
5989,Courts (Emergency Powers) Act 1917,1917-07-10,1917,25,,http://data.parliament.uk/publicgeneralact/1917/25,I6I3Semb
5990,Military Service (Conventions with Allied States) Act 1917,1917-07-10,1917,26,,http://data.parliament.uk/publicgeneralact/1917/26,zqKiN61B
5991,Confirmation of Executors (War Service) (Scotland) Act 1917,1917-08-02,1917,27,,http://data.parliament.uk/publicgeneralact/1917/27,ObQJPbuQ
5992,Companies (Particulars as to Directors) Act 1917,1917-08-02,1917,28,,http://data.parliament.uk/publicgeneralact/1917/28,GRAejTuS
5993,Wesleyan Methodists (Appointments during the War) Act 1917,1917-08-02,1917,29,,http://data.parliament.uk/publicgeneralact/1917/29,vNdEojXr
5994,Grand Juries (Suspension) Act 1917,1917-03-28,1917,4,,http://data.parliament.uk/publicgeneralact/1917/4,ea9bcMCb
5995,Ecclesiastical Services (Omission of account on War) Act 1917,1917-03-28,1917,5,,http://data.parliament.uk/publicgeneralact/1917/5,X8THvZvA
5996,Ministry of National Service Act 1917,1917-03-28,1917,6,,http://data.parliament.uk/publicgeneralact/1917/6,hLx1nAeI
5997,Consolidated Fund (No. 2) Act 1917,1917-03-28,1917,7,,http://data.parliament.uk/publicgeneralact/1917/7,nlFp1pWc
5998,Coal Mines Regulation (Amendment) Act 1917,1917-03-28,1917,8,https://www.legislation.gov.uk/id/ukpga/Geo5/7-8/8,http://data.parliament.uk/publicgeneralact/1917/8,tyXAFgeN
5999,Army (Annual) Act 1917,1917-04-05,1917,9,,http://data.parliament.uk/publicgeneralact/1917/9,W4yAcR2K
6000,Consolidated Fund (No. 1) Act 1917,1917-02-28,1917,1,,http://data.parliament.uk/publicgeneralact/1917/1,oyzCR5L7
6001,Census of Production Act 1917,1917-03-28,1917,2,,http://data.parliament.uk/publicgeneralact/1917/2,GDGDiWnd
6002,Railway Passenger Duty Act 1917,1917-03-28,1917,3,,http://data.parliament.uk/publicgeneralact/1917/3,DlLhEsqh
6003,Consolidated Fund (No. 1) Act 1916,1916-03-02,1916,1,,http://data.parliament.uk/publicgeneralact/1916/1,yu7oz3jS
6004,Naval Prize (Procedure) Act 1916,1916-03-02,1916,2,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/2,http://data.parliament.uk/publicgeneralact/1916/2,Mlo6vTCB
6005,Consolidated Fund (No. 2) Act 1916,1916-03-30,1916,3,,http://data.parliament.uk/publicgeneralact/1916/3,nPDdEv1D
6006,"Naval and Military War Pensions, &c. (Expenses) Act 1916",1916-03-30,1916,4,,http://data.parliament.uk/publicgeneralact/1916/4,uAOAp33W
6007,Army (Annual) Act 1916,1916-04-19,1916,5,,http://data.parliament.uk/publicgeneralact/1916/5,5aYoahkV
6008,War Risks (Insurance by Trustees) Act 1916,1916-04-19,1916,6,,http://data.parliament.uk/publicgeneralact/1916/6,KZMBQ5Os
6009,Marriage (Scotland) Act 1916,1916-04-19,1916,7,,http://data.parliament.uk/publicgeneralact/1916/7,92v9tsVM
6010,Imperial Institute (Management) Act 1916,1916-04-19,1916,8,,http://data.parliament.uk/publicgeneralact/1916/8,0AjvYwdO
6011,Pacific Islands Regulations (Validation) Act 1916,1916-04-19,1916,9,,http://data.parliament.uk/publicgeneralact/1916/9,Yy9oXZSm
6012,Parliament and Registration Act 1916,1916-01-27,1916,100,,http://data.parliament.uk/publicgeneralact/1916/100,WRSvRzMz
6013,Naval Forces (Service on Shore) Act 1916,1916-01-27,1916,101,,http://data.parliament.uk/publicgeneralact/1916/101,Mnqif4KR
6014,Customs (War Powers) Act 1916,1916-01-27,1916,102,,http://data.parliament.uk/publicgeneralact/1916/102,71s5XOhA
6015,Army (Suspension of Sentences) Amendment Act 1916,1916-01-27,1916,103,,http://data.parliament.uk/publicgeneralact/1916/103,uMZID0Hu
6016,Military Service Act 1916,1916-01-27,1916,c.104,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/104,http://data.parliament.uk/publicgeneralact/1916/104,BC0Wxh9l
6017,Trading with the Enemy Amendment Act 1916,1916-01-27,1916,105,,http://data.parliament.uk/publicgeneralact/1916/105,1zBFjwbk
6018,Munitions of War Amendment Act 1916,1916-01-27,1916,99,,http://data.parliament.uk/publicgeneralact/1916/99,CVTiRsdH
6019,Education (Provision of Meals) (Ireland) Act 1916,1916-04-19,1916,10,,http://data.parliament.uk/publicgeneralact/1916/10,luWlBCt0
6020,Finance (New Duties) Act 1916,1916-04-19,1916,11,,http://data.parliament.uk/publicgeneralact/1916/11,ZbxIo7xO
6021,Local Government (Emergency Provisions) Act 1916,1916-05-17,1916,12,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/12,http://data.parliament.uk/publicgeneralact/1916/12,YJOs13AM
6022,Courts (Emergency Powers) (Amendment) Act 1916,1916-05-17,1916,13,,http://data.parliament.uk/publicgeneralact/1916/13,xSl3Mh0O
6023,Summer Time Act 1916,1916-05-17,1916,14,,http://data.parliament.uk/publicgeneralact/1916/14,HuEXCYcs
6024,Military Service (Session 2) Act 1916,1916-05-25,1916,15,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/15,http://data.parliament.uk/publicgeneralact/1916/15,Tz7e1oBA
6025,Consolidated Fund (No. 3) Act 1916,1916-06-01,1916,16,,http://data.parliament.uk/publicgeneralact/1916/16,xmlN4rTs
6026,Naval Discipline (Delegation of Powers) Act 1916,1916-06-01,1916,17,,http://data.parliament.uk/publicgeneralact/1916/17,dGA263hy
6027,Courts (Emergency Power) (No. 2) Act 1916,1916-06-01,1916,18,,http://data.parliament.uk/publicgeneralact/1916/18,rxpo3KhQ
6028,British North America Act 1916,1916-06-01,1916,19,,http://data.parliament.uk/publicgeneralact/1916/19,b0Ko83xQ
6029,National Insurance (pt. II.) (Munition Workers) Act 1916,1916-07-19,1916,20,,http://data.parliament.uk/publicgeneralact/1916/20,3JXBydiR
6030,Marriage of British Subjects (Facilities) Amendment Act 1916,1916-07-19,1916,21,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/21,http://data.parliament.uk/publicgeneralact/1916/21,VvSsoI2g
6031,Re-election of Ministers Act 1916,1916-07-19,1916,22,,http://data.parliament.uk/publicgeneralact/1916/22,3Cf9EY8E
6032,Royal Marines Act 1916,1916-07-19,1916,23,,http://data.parliament.uk/publicgeneralact/1916/23,yzjYLoxj
6033,Finance Act 1916,1916-07-19,1916,24,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/24,http://data.parliament.uk/publicgeneralact/1916/24,DxbP5GS3
6034,Gas (Standard of Calorific Power) Act 1916,1916-08-03,1916,25,,http://data.parliament.uk/publicgeneralact/1916/25,tMpdJwaL
6035,Output of Beer (Restriction) Act 1916,1916-08-03,1916,26,,http://data.parliament.uk/publicgeneralact/1916/26,gHRaMVv9
6036,Isle of Man (Customs) Act 1916,1916-08-03,1916,27,,http://data.parliament.uk/publicgeneralact/1916/27,2zVN3xCI
6037,Public Works Loans Act 1916,1916-08-03,1916,28,,http://data.parliament.uk/publicgeneralact/1916/28,QsnrPY3k
6038,Expiring Laws Continuance Act 1916,1916-08-03,1916,29,,http://data.parliament.uk/publicgeneralact/1916/29,EFURT4Kb
6039,Consolidated Fund (No. 4) Act 1916,1916-08-03,1916,30,,http://data.parliament.uk/publicgeneralact/1916/30,yDeDMMt9
6040,"Police, Factories, &c. (Miscellaneous Provisions) Act 1916",1916-08-03,1916,31,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/31,http://data.parliament.uk/publicgeneralact/1916/31,7A4z9djC
6041,Trading with the Enemy (Copyright) Act 1916,1916-08-10,1916,32,,http://data.parliament.uk/publicgeneralact/1916/32,GBlS52Tr
6042,Army (Courts of Inquiry) Act 1916,1916-08-10,1916,33,,http://data.parliament.uk/publicgeneralact/1916/33,PFR6rTBm
6043,Special Commissions (Dardanelles and Mesopotamia) Act 1916,1916-08-17,1916,34,,http://data.parliament.uk/publicgeneralact/1916/34,IKlblsOE
6044,Elementary Education (Fee Grant) Act 1916,1916-08-17,1916,35,,http://data.parliament.uk/publicgeneralact/1916/35,80BBEjAJ
6045,Finance (Exchequer Bonds) Amendment Act 1916,1916-08-17,1916,36,,http://data.parliament.uk/publicgeneralact/1916/36,RdCuNXMB
6046,Government of India (Amendment) Act 1916,1916-08-23,1916,37,,http://data.parliament.uk/publicgeneralact/1916/37,1t2RP5zl
6047,Small Holding Colonies Act 1916,1916-08-23,1916,38,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/38,http://data.parliament.uk/publicgeneralact/1916/38,izWRzb7F
6048,Anglo-Portuguese Commercial Treaty Act 1916,1916-08-23,1916,39,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/39,http://data.parliament.uk/publicgeneralact/1916/39,72e3R1Xh
6049,Telegraph (Construction) Act 1916,1916-08-23,1916,40,,http://data.parliament.uk/publicgeneralact/1916/40,aoju5Rxb
6050,Merchant Shipping (Salvage) Act 1916,1916-08-23,1916,41,,http://data.parliament.uk/publicgeneralact/1916/41,2kslCPRO
6051,British Ships (Transfer Restriction) Act 1916,1916-08-23,1916,42,,http://data.parliament.uk/publicgeneralact/1916/42,l83sQVWf
6052,War Charities Act 1916,1916-08-23,1916,43,,http://data.parliament.uk/publicgeneralact/1916/43,CQbFumHA
6053,Parliament and Local Elections Act 1916,1916-08-23,1916,44,,http://data.parliament.uk/publicgeneralact/1916/44,kLB2weWW
6054,Time (Ireland) Act 1916,1916-08-23,1916,45,,http://data.parliament.uk/publicgeneralact/1916/45,KJxCg2k6
6055,Law and Procedure (Emergency Provisions) (Ireland) Act 1916,1916-08-23,1916,46,,http://data.parliament.uk/publicgeneralact/1916/46,9Hmsuu8R
6056,Municipal Savings Banks (War Loan Investment) Act 1916,1916-08-23,1916,47,,http://data.parliament.uk/publicgeneralact/1916/47,wgEflIuY
6057,Consolidated Fund (No. 5) Act 1916,1916-10-31,1916,48,,http://data.parliament.uk/publicgeneralact/1916/48,6KrBsxCs
6058,Court of Session (Extracts) Act 1916,1916-10-31,1916,49,,http://data.parliament.uk/publicgeneralact/1916/49,b2PHmFXe
6059,Larceny Act 1916,1916-10-31,1916,50,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/50,http://data.parliament.uk/publicgeneralact/1916/50,aYHpKXzq
6060,Anzac (Restriction on Trade Use of Word) Act 1916,1916-12-18,1916,51,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/51,http://data.parliament.uk/publicgeneralact/1916/51,8m4xTMPO
6061,Trading with the Enemy and Export of Prohibited Goods Act 1916,1916-12-18,1916,52,,http://data.parliament.uk/publicgeneralact/1916/52,JBVW9nim
6062,National Insurance (Temporary Employment in Agriculture) Act 1916,1916-12-18,1916,53,,http://data.parliament.uk/publicgeneralact/1916/53,IBwvVtZO
6063,Friendly Societies Act 1916,1916-12-18,1916,54,,http://data.parliament.uk/publicgeneralact/1916/54,Z72IxKEm
6064,Local Government Emergency Provisions (No. 2) Act 1916,1916-12-18,1916,55,,http://data.parliament.uk/publicgeneralact/1916/55,ojucAuku
6065,Re-election of Ministers (No. 2) Act 1916,1916-12-18,1916,56,,http://data.parliament.uk/publicgeneralact/1916/56,PStRAvFa
6066,Output of Beer (Restriction) Amendment Act 1916,1916-12-18,1916,57,,http://data.parliament.uk/publicgeneralact/1916/57,TZ86tN6Z
6067,Registration of Business Names Act 1916,1916-12-22,1916,58,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/58,http://data.parliament.uk/publicgeneralact/1916/58,pVIt2tav
6068,Constabulary and Police (Ireland) Act 1916,1916-12-22,1916,59,,http://data.parliament.uk/publicgeneralact/1916/59,dT4tBUkr
6069,Sailors and Soldiers (Gifts for Land Settlement) Act 1916,1916-12-22,1916,60,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/60,http://data.parliament.uk/publicgeneralact/1916/60,YnUKSJHT
6070,Munitions (Liability for Explosions) Act 1916,1916-12-22,1916,61,,http://data.parliament.uk/publicgeneralact/1916/61,3XKx4OTh
6071,Volunteer Act 1916,1916-12-22,1916,62,,http://data.parliament.uk/publicgeneralact/1916/62,ZZVjHFpb
6072,Defence of the Realm (Acquisition of Land) Act 1916,1916-12-22,1916,63,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/63,http://data.parliament.uk/publicgeneralact/1916/63,4XMA3wO0
11493,Rating of Small Tenements Act 1851,1851-07-24,1851,c.39,,http://data.parliament.uk/publicgeneralact/1851/39,nz0t6HIf
6073,Prevention of Corruption Act 1916,1916-12-22,1916,64,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/64,http://data.parliament.uk/publicgeneralact/1916/64,JX3DycRb
6074,Ministry of Pensions Act 1916,1916-12-22,1916,65,https://www.legislation.gov.uk/id/ukpga/Geo5/6-7/65,http://data.parliament.uk/publicgeneralact/1916/65,BKQuuJAn
6075,Dublin Reconstruction (Emergency Provisions) Act 1916,1916-12-22,1916,66,,http://data.parliament.uk/publicgeneralact/1916/66,BH5hZwMj
6076,War Loan Act 1916,1916-12-22,1916,67,,http://data.parliament.uk/publicgeneralact/1916/67,E6kD67R5
6077,New Ministries and Secretaries Act 1916,1916-12-22,1916,68,,http://data.parliament.uk/publicgeneralact/1916/68,rFc9Kaay
6078,Public Authorities and Bodies (Loans) Act 1916,1916-12-22,1916,69,,http://data.parliament.uk/publicgeneralact/1916/69,vc24pQJH
6079,Government War Obligations Act 1916,1916-12-22,1916,70,,http://data.parliament.uk/publicgeneralact/1916/70,pAAqPGih
6080,Appropriation Act 1916,1916-12-22,1916,71,,http://data.parliament.uk/publicgeneralact/1916/71,orDwycWf
6081,British Ships (Transfer Restriction) Act 1915,1915-03-16,1915,21,,http://data.parliament.uk/publicgeneralact/1915/21,gS2vmcrk
6082,Universities and Colleges (Emergency Powers) Act 1915,1915-03-16,1915,22,,http://data.parliament.uk/publicgeneralact/1915/22,3FjuzNNn
6083,Army (Suspension of Sentences) Act 1915,1915-03-16,1915,23,,http://data.parliament.uk/publicgeneralact/1915/23,iDr9P5qW
6084,Injuries in War (Compensation) Act 1915,1915-03-16,1915,24,,http://data.parliament.uk/publicgeneralact/1915/24,ZDxpLGiH
6085,Army (Annual) Act 1915,1915-03-16,1915,25,,http://data.parliament.uk/publicgeneralact/1915/25,Dy4v9Eca
6086,Army (Amendment) Act 1915,1915-03-16,1915,26,,http://data.parliament.uk/publicgeneralact/1915/26,QnAtKOYr
6087,"National Insurance (pt. II, Amendment) Act 1915",1915-03-16,1915,27,,http://data.parliament.uk/publicgeneralact/1915/27,p4ZFFog0
6088,Naval Medical Compassionate Fund Act 1915,1915-03-16,1915,28,https://www.legislation.gov.uk/id/ukpga/Geo5/5-6/28,http://data.parliament.uk/publicgeneralact/1915/28,ONS4mMOL
