id,title,royalassentdate,year,chapternumber,legislationgovuri,dataparliamenturi,triplestoreid
151,Consolidated Fund Act 2004,2004-03-22,2004,1,https://www.legislation.gov.uk/id/ukpga/2004/1,http://data.parliament.uk/pimsdata/PublicGeneralAct/4024,g8R6N2Yn
2748,Gaming Act 1968,1968-10-25,1968,65,https://www.legislation.gov.uk/id/ukpga/1968/65,http://data.parliament.uk/publicgeneralact/1968/65,AyiKgJzP
152,Children and Young Persons (Protection from Tobacco) Act 1991,1991-06-27,1991,23,https://www.legislation.gov.uk/id/ukpga/1991/23,http://data.parliament.uk/pimsdata/PublicGeneralAct/6529,CYKuH3al
153,Disability Living Allowance and Disability Working Allowance Act 1991,1991-06-27,1991,21,https://www.legislation.gov.uk/id/ukpga/1991/21,http://data.parliament.uk/pimsdata/PublicGeneralAct/6526,khrqraTH
154,Appropriation (No. 3) Act 2010,2010-07-27,2010,30,https://www.legislation.gov.uk/id/ukpga/2010/30,http://data.parliament.uk/pimsdata/PublicGeneralAct/8791,uxyTE797
155,Development Board for Rural Wales Act 1991,1991-02-12,1991,1,https://www.legislation.gov.uk/id/ukpga/1991/1,http://data.parliament.uk/pimsdata/PublicGeneralAct/6557,tx96skZM
156,Caravans (Standard Community Charge and Rating) Act 1991,1991-02-12,1991,2,https://www.legislation.gov.uk/id/ukpga/1991/2,http://data.parliament.uk/pimsdata/PublicGeneralAct/6556,wQMbsX5A
157,Consolidated Fund Act 1991,1991-03-21,1991,7,https://www.legislation.gov.uk/id/ukpga/1991/7,http://data.parliament.uk/pimsdata/PublicGeneralAct/6548,WCsj7dBz
158,Community Charges (Substitute Setting) Act 1991,1991-03-21,1991,8,https://www.legislation.gov.uk/id/ukpga/1991/8,http://data.parliament.uk/pimsdata/PublicGeneralAct/6547,JtHwAgWu
159,Community Charges (General Reduction) Act 1991,1991-03-28,1991,9,https://www.legislation.gov.uk/id/ukpga/1991/9,http://data.parliament.uk/pimsdata/PublicGeneralAct/6546,s1VBiTu3
160,Consolidated Fund (No. 2) Act 1991,1991-05-09,1991,10,https://www.legislation.gov.uk/id/ukpga/1991/10,http://data.parliament.uk/pimsdata/PublicGeneralAct/6545,14y1KtAK
161,Fiscal Responsibility Act 2010,2010-02-10,2010,3,https://www.legislation.gov.uk/id/ukpga/2010/3,http://data.parliament.uk/pimsdata/PublicGeneralAct/8532,QknXRMQR
162,Public Services (Social Value) Act 2012,2012-03-08,2012,3,https://www.legislation.gov.uk/id/ukpga/2012/3,http://data.parliament.uk/pimsdata/PublicGeneralAct/9270,rGPUsyco
163,Broadcasting Act 1990,1990-11-01,1990,42,https://www.legislation.gov.uk/id/ukpga/1990/42,http://data.parliament.uk/pimsdata/PublicGeneralAct/6563,BrTdzHPG
164,Consolidated Fund Act 2007,2007-12-13,2007,31,https://www.legislation.gov.uk/id/ukpga/2007/31,http://data.parliament.uk/pimsdata/PublicGeneralAct/7822,19cHeJS0
165,Environmental Protection Act 1990,1990-11-01,1990,43,https://www.legislation.gov.uk/id/ukpga/1990/43,http://data.parliament.uk/pimsdata/PublicGeneralAct/6562,zR0cqxW6
166,"Child Support, Pensions and Social Security Act 2000",2000-07-28,2000,19,https://www.legislation.gov.uk/id/ukpga/2000/19,http://data.parliament.uk/pimsdata/PublicGeneralAct/4218,kMnXfTGM
167,Government Resources and Accounts Act 2000,2000-07-28,2000,20,https://www.legislation.gov.uk/id/ukpga/2000/20,http://data.parliament.uk/pimsdata/PublicGeneralAct/4217,N2Ym1mla
168,Census (Amendment) Act 2000,2000-07-28,2000,24,https://www.legislation.gov.uk/id/ukpga/2000/24,http://data.parliament.uk/pimsdata/PublicGeneralAct/4213,Oi6RpkkE
169,Insolvency Act 1994,1994-03-24,1994,7,https://www.legislation.gov.uk/id/ukpga/1994/7,http://data.parliament.uk/pimsdata/PublicGeneralAct/4616,cHGgB0pZ
170,Consolidated Fund Act 1994,1994-03-24,1994,4,https://www.legislation.gov.uk/id/ukpga/1994/4,http://data.parliament.uk/pimsdata/PublicGeneralAct/4619,8uWePOal
171,Police (Northern Ireland) Act 2000,2000-11-23,2000,32,https://www.legislation.gov.uk/id/ukpga/2000/32,http://data.parliament.uk/pimsdata/PublicGeneralAct/4207,QmfE0ufq
172,Criminal Justice and Court Services Act 2000,2000-11-30,2000,43,https://www.legislation.gov.uk/id/ukpga/2000/43,http://data.parliament.uk/pimsdata/PublicGeneralAct/4201,eb2ry5Xk
173,Disqualifications Act 2000,2000-11-30,2000,42,https://www.legislation.gov.uk/id/ukpga/2000/42,http://data.parliament.uk/pimsdata/PublicGeneralAct/4200,9Gdi6hhW
174,Care Standards Act 2000,2000-07-20,2000,14,https://www.legislation.gov.uk/id/ukpga/2000/14,http://data.parliament.uk/pimsdata/PublicGeneralAct/4230,byCYTMPZ
175,Cardiff Bay Barrage Act 1993,1993-11-05,1993,42,https://www.legislation.gov.uk/id/ukpga/1993/42,http://data.parliament.uk/pimsdata/PublicGeneralAct/4638,xV02Aw0A
176,Terrorism Act 2000,2000-07-20,2000,11,https://www.legislation.gov.uk/id/ukpga/2000/11,http://data.parliament.uk/pimsdata/PublicGeneralAct/4227,8byTJfUb
177,Superannuation Act 2010,2010-12-16,2010,37,https://www.legislation.gov.uk/id/ukpga/2010/37,http://data.parliament.uk/pimsdata/PublicGeneralAct/8902,0Z7340in
178,Terrorist Asset-Freezing etc. Act 2010,2010-12-16,2010,38,https://www.legislation.gov.uk/id/ukpga/2010/38,http://data.parliament.uk/pimsdata/PublicGeneralAct/8903,gs2l46Nt
179,Appropriation Act 2006,2006-03-30,2006,6,https://www.legislation.gov.uk/id/ukpga/2006/6,http://data.parliament.uk/pimsdata/PublicGeneralAct/7234,F1wPw7iz
180,Consolidated Fund (No. 3) Act 1993,1993-12-17,1993,52,https://www.legislation.gov.uk/id/ukpga/1993/52,http://data.parliament.uk/pimsdata/PublicGeneralAct/4623,aA7PcqG2
181,Appropriation Act 1993,1993-07-27,1993,33,https://www.legislation.gov.uk/id/ukpga/1993/33,http://data.parliament.uk/pimsdata/PublicGeneralAct/4652,hlKKcg3l
182,Bail (Amendment) Act 1993,1993-07-20,1993,26,https://www.legislation.gov.uk/id/ukpga/1993/26,http://data.parliament.uk/pimsdata/PublicGeneralAct/4659,50RgjN09
183,"Borders, Citizenship and Immigration Act 2009",2009-07-21,2009,11,https://www.legislation.gov.uk/id/ukpga/2009/11,http://data.parliament.uk/pimsdata/PublicGeneralAct/8347,1lAGTAa0
184,Welsh Language Act 1993,1993-10-21,1993,38,https://www.legislation.gov.uk/id/ukpga/1993/38,http://data.parliament.uk/pimsdata/PublicGeneralAct/4642,4OzXTTwH
185,Education Act 1993,1993-07-27,1993,35,https://www.legislation.gov.uk/id/ukpga/1993/35,http://data.parliament.uk/pimsdata/PublicGeneralAct/4643,rbD59DBI
186,Disability (Grants) Act 1993,1993-05-27,1993,14,https://www.legislation.gov.uk/id/ukpga/1993/14,http://data.parliament.uk/pimsdata/PublicGeneralAct/4678,jinNXkqL
187,Carrying of Knives Etc (Scotland) Act 1993,1993-05-27,1993,13,https://www.legislation.gov.uk/id/ukpga/1993/13,http://data.parliament.uk/pimsdata/PublicGeneralAct/4679,3cFyQgMb
188,Consolidated Fund (No. 3) Act 1992,1992-12-17,1992,59,https://www.legislation.gov.uk/id/ukpga/1992/59,http://data.parliament.uk/pimsdata/PublicGeneralAct/4698,Os9fZPWe
189,Consolidated Fund Act 1993,1993-02-18,1993,4,https://www.legislation.gov.uk/id/ukpga/1993/4,http://data.parliament.uk/pimsdata/PublicGeneralAct/4691,JQ2KSlEV
190,Green Energy (Definition and Promotion) Act 2009,2009-11-12,2009,19,https://www.legislation.gov.uk/id/ukpga/2009/19,http://data.parliament.uk/pimsdata/PublicGeneralAct/8395,7I1Ta26c
191,Bankruptcy (Scotland) Act 1993,1993-02-18,1993,6,https://www.legislation.gov.uk/id/ukpga/1993/6,http://data.parliament.uk/pimsdata/PublicGeneralAct/4689,PahwlW6Z
192,Consolidated Fund (No. 2) Act 1993,1993-03-29,1993,7,https://www.legislation.gov.uk/id/ukpga/1993/7,http://data.parliament.uk/pimsdata/PublicGeneralAct/4687,37PMAsX5
193,Social Security (Recovery of Benefits) Act 1997,1997-03-19,1997,27,https://www.legislation.gov.uk/id/ukpga/1997/27,http://data.parliament.uk/pimsdata/PublicGeneralAct/4401,rpWo7lAG
194,Appropriation Act 2010,2010-03-18,2010,5,https://www.legislation.gov.uk/id/ukpga/2010/5,http://data.parliament.uk/pimsdata/PublicGeneralAct/8570,2mKLiB86
195,Co-operative and Community Benefit Societies and Credit Unions Act 2010,2010-03-18,2010,7,https://www.legislation.gov.uk/id/ukpga/2010/7,http://data.parliament.uk/pimsdata/PublicGeneralAct/8572,FApM78Gm
196,Consolidated Fund (No. 2) Act 1996,1996-12-18,1996,60,https://www.legislation.gov.uk/id/ukpga/1996/60,http://data.parliament.uk/pimsdata/PublicGeneralAct/4420,bpt8Ueki
197,Channel Tunnel Rail Link Act 1996,1996-12-18,1996,61,https://www.legislation.gov.uk/id/ukpga/1996/61,http://data.parliament.uk/pimsdata/PublicGeneralAct/4421,dfVvNLko
198,Consolidated Fund (No. 3) Act 1987,1987-12-10,1987,55,https://www.legislation.gov.uk/id/ukpga/1987/55,http://data.parliament.uk/pimsdata/PublicGeneralAct/6800,liW9ntaU
200,Channel Tunnel Act 1987,1987-07-23,1987,53,https://www.legislation.gov.uk/id/ukpga/1987/53,http://data.parliament.uk/pimsdata/PublicGeneralAct/6811,S8OekIhY
201,Appropriation (No. 2) Act 1987,1987-07-23,1987,50,https://www.legislation.gov.uk/id/ukpga/1987/50,http://data.parliament.uk/pimsdata/PublicGeneralAct/6813,z4hBMiAy
202,Consolidated Fund Act 2006,2006-12-19,2006,54,https://www.legislation.gov.uk/id/ukpga/2006/54,http://data.parliament.uk/pimsdata/PublicGeneralAct/7515,JjkD7O06
203,Community Health Councils (Access to Information) Act 1988,1988-07-29,1988,24,https://www.legislation.gov.uk/id/ukpga/1988/24,http://data.parliament.uk/pimsdata/PublicGeneralAct/6743,6WPEHHzm
204,Access to Medical Reports Act 1988,1988-07-29,1988,28,https://www.legislation.gov.uk/id/ukpga/1988/28,http://data.parliament.uk/pimsdata/PublicGeneralAct/6745,8x4ajWIZ
205,Australian Constitution (Public Record Copy) Act 1990,1990-06-29,1990,17,https://www.legislation.gov.uk/id/ukpga/1990/17,http://data.parliament.uk/pimsdata/PublicGeneralAct/6604,3lPRI4Oj
206,Computer Misuse Act 1990,1990-06-29,1990,18,https://www.legislation.gov.uk/id/ukpga/1990/18,http://data.parliament.uk/pimsdata/PublicGeneralAct/6603,XHSKuKm2
207,Consumer Arbitration Agreements Act 1988,1988-06-28,1988,21,https://www.legislation.gov.uk/id/ukpga/1988/21,http://data.parliament.uk/pimsdata/PublicGeneralAct/6757,4YzrTxQi
208,Dartford-Thurrock Crossing Act 1988,1988-06-28,1988,20,https://www.legislation.gov.uk/id/ukpga/1988/20,http://data.parliament.uk/pimsdata/PublicGeneralAct/6752,bHjfdQy5
209,Environment and Safety Information Act 1988,1988-07-29,1988,30,https://www.legislation.gov.uk/id/ukpga/1988/30,http://data.parliament.uk/pimsdata/PublicGeneralAct/6751,3H2mrJvL
210,Education (Student Loans) Act 1990,1990-04-26,1990,6,https://www.legislation.gov.uk/id/ukpga/1990/6,http://data.parliament.uk/pimsdata/PublicGeneralAct/6615,KXzlGMW3
211,Duchy of Lancaster Act 1988,1988-05-03,1988,10,https://www.legislation.gov.uk/id/ukpga/1988/10,http://data.parliament.uk/pimsdata/PublicGeneralAct/6771,36SvkF9l
212,Parliamentary Voting System and Constituencies Act 2011,2011-02-16,2011,1,https://www.legislation.gov.uk/id/ukpga/2011/1,http://data.parliament.uk/pimsdata/PublicGeneralAct/8965,f8eSgF0g
213,Counter-Terrorism Act 2008,2008-11-26,2008,28,https://www.legislation.gov.uk/id/ukpga/2008/28,http://data.parliament.uk/pimsdata/PublicGeneralAct/8076,zcBtIBIA
214,Postal Services Act 2011,2011-06-13,2011,5,https://www.legislation.gov.uk/id/ukpga/2011/5,http://data.parliament.uk/pimsdata/PublicGeneralAct/9077,2vbir66d
215,Electricity Act 1989,1989-07-27,1989,29,https://www.legislation.gov.uk/id/ukpga/1989/29,http://data.parliament.uk/pimsdata/PublicGeneralAct/6655,8cnBV8np
216,Education Reform Act 1988,1988-07-29,1988,40,https://www.legislation.gov.uk/id/ukpga/1988/40,http://data.parliament.uk/pimsdata/PublicGeneralAct/6724,9Uo51orW
217,Consolidated Fund Act 1990,1990-03-28,1990,4,https://www.legislation.gov.uk/id/ukpga/1990/4,http://data.parliament.uk/pimsdata/PublicGeneralAct/6623,LJsKwMSz
218,Civil Aviation Authority (Borrowing Powers) Act 1990,1990-03-19,1990,2,https://www.legislation.gov.uk/id/ukpga/1990/2,http://data.parliament.uk/pimsdata/PublicGeneralAct/6626,rSeONB16
219,Finance (No. 2) Act 2010,2010-07-27,2010,31,https://www.legislation.gov.uk/id/ukpga/2010/31,http://data.parliament.uk/pimsdata/PublicGeneralAct/8792,Ti58OxZH
220,British Steel Act 1988,1988-07-29,1988,35,https://www.legislation.gov.uk/id/ukpga/1988/35,http://data.parliament.uk/pimsdata/PublicGeneralAct/6733,CBNTP8XD
221,Appropriation Act 1988,1988-07-29,1988,38,https://www.legislation.gov.uk/id/ukpga/1988/38,http://data.parliament.uk/pimsdata/PublicGeneralAct/6737,5r5LZRVz
222,Consolidated Fund (No. 2) Act 1989,1989-12-21,1989,46,https://www.legislation.gov.uk/id/ukpga/1989/46,http://data.parliament.uk/pimsdata/PublicGeneralAct/6638,mHynDjG1
223,Consolidated Fund Act 1989,1989-03-15,1989,2,https://www.legislation.gov.uk/id/ukpga/1989/2,http://data.parliament.uk/pimsdata/PublicGeneralAct/6699,s7ndhbXl
224,Disabled Persons (Northern Ireland) Act 1989,1989-05-25,1989,10,https://www.legislation.gov.uk/id/ukpga/1989/10,http://data.parliament.uk/pimsdata/PublicGeneralAct/6689,GHQl1j3M
225,Control of Pollution (Amendment) Act 1989,1989-07-06,1989,14,https://www.legislation.gov.uk/id/ukpga/1989/14,http://data.parliament.uk/pimsdata/PublicGeneralAct/6682,bP23FaEi
5663,Isle of Man (Customs) Act 1921,1921-08-17,1921,40,,http://data.parliament.uk/publicgeneralact/1921/40,IRwPQGsO
226,Control of Smoke Pollution Act 1989,1989-07-21,1989,17,https://www.legislation.gov.uk/id/ukpga/1989/17,http://data.parliament.uk/pimsdata/PublicGeneralAct/6678,wP0AjVQQ
227,"Domestic Violence, Crime and Victims (Amendment) Act 2012",2012-03-08,2012,4,https://www.legislation.gov.uk/id/ukpga/2012/4,http://data.parliament.uk/pimsdata/PublicGeneralAct/9271,NOvckQJj
228,Consumer Insurance (Disclosure and Representations) Act 2012,2012-03-08,2012,6,https://www.legislation.gov.uk/id/ukpga/2012/6,http://data.parliament.uk/pimsdata/PublicGeneralAct/9273,WsCQdskb
229,Dangerous Dogs Act 1989,1989-07-27,1989,30,https://www.legislation.gov.uk/id/ukpga/1989/30,http://data.parliament.uk/pimsdata/PublicGeneralAct/6665,nyNrfZnH
230,Appropriation Act 1989,1989-07-27,1989,25,https://www.legislation.gov.uk/id/ukpga/1989/25,http://data.parliament.uk/pimsdata/PublicGeneralAct/6669,6c5BQx7d
231,Sovereign Grant Act 2011,2011-10-18,2011,15,https://www.legislation.gov.uk/id/ukpga/2011/15,http://data.parliament.uk/pimsdata/PublicGeneralAct/9148,UAWckqOb
232,Consolidated Fund Act 2008,2008-12-18,2008,33,https://www.legislation.gov.uk/id/ukpga/2008/33,http://data.parliament.uk/pimsdata/PublicGeneralAct/8100,reAmIsrg
233,Appropriation (No. 2) Act 2006,2006-07-19,2006,24,https://www.legislation.gov.uk/id/ukpga/2006/24,http://data.parliament.uk/pimsdata/PublicGeneralAct/7365,ndEBvmMP
234,Appropriation Act 1990,1990-07-26,1990,28,https://www.legislation.gov.uk/id/ukpga/1990/28,http://data.parliament.uk/pimsdata/PublicGeneralAct/6591,fbThYjKR
235,British Nationality (Hong Kong) Act 1990,1990-07-26,1990,34,https://www.legislation.gov.uk/id/ukpga/1990/34,http://data.parliament.uk/pimsdata/PublicGeneralAct/6585,nwpJcTop
236,Arms Control and Disarmament (Privileges and Immunities) Act 1988,1988-02-09,1988,2,https://www.legislation.gov.uk/id/ukpga/1988/2,http://data.parliament.uk/pimsdata/PublicGeneralAct/6789,FWqxyr01
237,Consolidated Fund Act 1988,1988-03-15,1988,6,https://www.legislation.gov.uk/id/ukpga/1988/6,http://data.parliament.uk/pimsdata/PublicGeneralAct/6787,3yLUj9T1
238,Appropriation Act 2011,2011-03-16,2011,2,https://www.legislation.gov.uk/id/ukpga/2011/2,http://data.parliament.uk/pimsdata/PublicGeneralAct/9006,XuHaZQXX
239,Commissioner for Older People (Wales) Act 2006,2006-07-25,2006,30,https://www.legislation.gov.uk/id/ukpga/2006/30,http://data.parliament.uk/pimsdata/PublicGeneralAct/7379,aE4gBOph
240,Criminal Defence Service Act 2006,2006-03-30,2006,9,https://www.legislation.gov.uk/id/ukpga/2006/9,http://data.parliament.uk/pimsdata/PublicGeneralAct/7237,bV1v9Eg6
241,Council Tax (New Valuation Lists for England) Act 2006,2006-03-30,2006,7,https://www.legislation.gov.uk/id/ukpga/2006/7,http://data.parliament.uk/pimsdata/PublicGeneralAct/7235,8Uvdxzc4
242,Terrorism Act 2006,2006-03-30,2006,11,https://www.legislation.gov.uk/id/ukpga/2006/11,http://data.parliament.uk/pimsdata/PublicGeneralAct/7239,wfzSGgFq
243,Climate Change and Sustainable Energy Act 2006,2006-06-21,2006,19,https://www.legislation.gov.uk/id/ukpga/2006/19,http://data.parliament.uk/pimsdata/PublicGeneralAct/7320,p2FFylQ0
244,Work and Families Act 2006,2006-06-21,2006,18,https://www.legislation.gov.uk/id/ukpga/2006/18,http://data.parliament.uk/pimsdata/PublicGeneralAct/7318,FTUrmayY
245,Perpetuities and Accumulations Act 2009,2009-11-12,2009,18,https://www.legislation.gov.uk/id/ukpga/2009/18,http://data.parliament.uk/pimsdata/PublicGeneralAct/8394,7XFr3JEB
246,HGV Road User Levy Act 2013,2013-02-28,2013,7,https://www.legislation.gov.uk/id/ukpga/2013/7,http://data.parliament.uk/publicgeneralact/2013/7,FUpFoWG3
247,Welfare Benefits Up-rating Act 2013,2013-03-26,2013,16,https://www.legislation.gov.uk/id/ukpga/2013/16,http://data.parliament.uk/publicgeneralact/2013/16,zTUQ0G7R
248,Statute Law (Repeals) Act 2013,2013-01-31,2013,2,https://www.legislation.gov.uk/id/ukpga/2013/2,http://data.parliament.uk/publicgeneralact/2013/2,nrxiqg66
249,Mental Health (Approval Functions) Act 2012,2012-10-31,2012,18,https://www.legislation.gov.uk/id/ukpga/2012/18,http://data.parliament.uk/publicgeneralact/2012/18,z7dVL1gO
250,Supply and Appropriation (Main Estimates) Act 2012,2012-07-17,2012,13,https://www.legislation.gov.uk/id/ukpga/2012/13,http://data.parliament.uk/publicgeneralact/2012/13,U5WYl5Tp
251,Finance Act 2012,2012-07-17,2012,14,https://www.legislation.gov.uk/id/ukpga/2012/14,http://data.parliament.uk/publicgeneralact/2012/14,azxWuqQP
252,Infrastructure (Financial Assistance) Act 2012,2012-10-31,2012,16,https://www.legislation.gov.uk/id/ukpga/2012/16,http://data.parliament.uk/publicgeneralact/2012/16,zKvLck93
253,Finance Act 1989,1989-07-27,1989,26,https://www.legislation.gov.uk/id/ukpga/1989/26,http://data.parliament.uk/pimsdata/PublicGeneralAct/6668,xmxdX98j
254,Finance Act 1990,1990-07-26,1990,29,https://www.legislation.gov.uk/id/ukpga/1990/29,http://data.parliament.uk/pimsdata/PublicGeneralAct/6590,bnT7kdhB
255,Finance Act 1991,1991-07-25,1991,31,https://www.legislation.gov.uk/id/ukpga/1991/31,http://data.parliament.uk/pimsdata/PublicGeneralAct/6516,AnYVuwSz
256,Finance Act 1994,1994-05-03,1994,9,https://www.legislation.gov.uk/id/ukpga/1994/9,http://data.parliament.uk/pimsdata/PublicGeneralAct/4609,8OxxdVDE
257,Finance Act 1995,1995-05-01,1995,4,https://www.legislation.gov.uk/id/ukpga/1995/4,http://data.parliament.uk/pimsdata/PublicGeneralAct/4554,7LjtwlIS
258,Finance Act 1997,1997-03-19,1997,16,https://www.legislation.gov.uk/id/ukpga/1997/16,http://data.parliament.uk/pimsdata/PublicGeneralAct/4390,qHM5QPHa
259,Finance Act 2000,2000-07-28,2000,17,https://www.legislation.gov.uk/id/ukpga/2000/17,http://data.parliament.uk/pimsdata/PublicGeneralAct/4220,K4YhmTkb
260,Finance Act 2001,2001-05-11,2001,9,https://www.legislation.gov.uk/id/ukpga/2001/9,http://data.parliament.uk/pimsdata/PublicGeneralAct/4158,rpG80wk3
261,Finance Act 2007,2007-07-19,2007,11,https://www.legislation.gov.uk/id/ukpga/2007/11,http://data.parliament.uk/pimsdata/PublicGeneralAct/7715,MOtnANh6
262,Football (Disorder) Act 2000,2000-07-28,2000,25,https://www.legislation.gov.uk/id/ukpga/2000/25,http://data.parliament.uk/pimsdata/PublicGeneralAct/4212,J4lIw4IR
5664,Greenwich Hospital Act 1921,1921-08-17,1921,41,,http://data.parliament.uk/publicgeneralact/1921/41,P4uL1x7h
263,Forestry Act 1991,1991-07-25,1991,43,https://www.legislation.gov.uk/id/ukpga/1991/43,http://data.parliament.uk/pimsdata/PublicGeneralAct/6504,vGeyEQj6
264,Government Trading Act 1990,1990-07-26,1990,30,https://www.legislation.gov.uk/id/ukpga/1990/30,http://data.parliament.uk/pimsdata/PublicGeneralAct/6589,vIUO2SAS
265,Immigration Act 1988,1988-05-10,1988,14,https://www.legislation.gov.uk/id/ukpga/1988/14,http://data.parliament.uk/pimsdata/PublicGeneralAct/6763,EzM9PIqB
266,Insolvency Act 2000,2000-11-30,2000,39,https://www.legislation.gov.uk/id/ukpga/2000/39,http://data.parliament.uk/pimsdata/PublicGeneralAct/4197,Wlf5WQEZ
267,Landmines Act 1998,1998-07-28,1998,33,https://www.legislation.gov.uk/id/ukpga/1998/33,http://data.parliament.uk/pimsdata/PublicGeneralAct/4305,bUkOGwh0
268,Licensing Act 1988,1988-05-19,1988,17,https://www.legislation.gov.uk/id/ukpga/1988/17,http://data.parliament.uk/pimsdata/PublicGeneralAct/6761,VCHIYBKq
269,Marriage Act 1994,1994-11-03,1994,34,https://www.legislation.gov.uk/id/ukpga/1994/34,http://data.parliament.uk/pimsdata/PublicGeneralAct/4566,mBao4gN8
