id,title,weblink,year,prefix,number,comingintoforcedate,comingintoforcenote,madedate,enabledby,precededbyproposedstatutoryinstrument,triplestoreid
2348,Family Procedure (Amendment) Rules 2018,https://www.legislation.gov.uk/uksi/2018/440/made,2018,SI,440,2018-06-04,,2018-03-27,urn:procedure-editor:ActOfParliament:666,"",qgTTj9x5
2349,Justification of Practices Involving Ionising Radiation (Amendment) Regulations 2018,https://www.legislation.gov.uk/uksi/2018/430/made,2018,SI,430,2018-04-18,,2018-03-21,urn:procedure-editor:ActOfParliament:2419,"",W8vvucIr
2350,HGV Road User Levy (Rate for Prescribed Vehicles) Regulations 2018,https://www.legislation.gov.uk/uksi/2018/417/made,2018,SI,417,2019-02-01,,2018-03-26,urn:procedure-editor:ActOfParliament:246,"",scrxYLfg
2351,Sea Fish (Marketing Standards) (England and Wales and Northern Ireland) Regulations 2018,https://www.legislation.gov.uk/uksi/2018/437/made,2018,SI,437,2018-04-30,,2018-03-26,urn:procedure-editor:ActOfParliament:2419,"",1slhuWsx
2358,Sexual Offences Act 2003 (Prescribed Police Stations) (England and Wales) Regulations 2018,https://www.legislation.gov.uk/uksi/2018/447/made,2018,SI,447,2018-04-30,,2018-03-28,urn:procedure-editor:ActOfParliament:770,"",3UNc6TUw
2359,Non-Domestic Rating (Telecommunications Infrastructure Relief) (England) Regulations 2018,https://www.legislation.gov.uk/uksi/2018/425/made,2018,SI,425,2018-04-20,,2018-03-27,"urn:procedure-editor:ActOfParliament:1050,urn:procedure-editor:ActOfParliament:397","",FpbRlqwS
2360,"Police, Fire and Crime Commissioner for Essex (Fire and Rescue Authority) Order 2017",https://www.legislation.gov.uk/uksi/2017/864/made,2017,SI,864,2017-10-01,,2017-09-06,urn:procedure-editor:ActOfParliament:1075,"",CNCk0Pj9
2361,"Fire and Rescue Authority (Police and Crime Commissioner) (Application of Local Policing Provisions, Inspection, Powers to Trade and Consequential Amendments) Order 2017",https://www.legislation.gov.uk/uksi/2017/863/made,2017,SI,863,2017-10-01,,2017-09-06,"urn:procedure-editor:ActOfParliament:934,urn:procedure-editor:ActOfParliament:1075,urn:procedure-editor:ActOfParliament:990","",F3zgPrzi
2362,United Nations and European Union Financial Sanctions (Linking) (Amendment) Regulations 2017,https://www.legislation.gov.uk/uksi/2017/896/made,2017,SI,896,2017-09-08,,2017-09-08,urn:procedure-editor:ActOfParliament:990,"",1kPI3NxZ
2363,Operation of Public Service Vehicles (Partnership) (Amendment) Regulations 2017,https://www.legislation.gov.uk/uksi/2017/873/made,2017,SI,2017,2017-10-05,,2017-09-06,"urn:procedure-editor:ActOfParliament:966,urn:procedure-editor:ActOfParliament:1808","",O0Qxfw1b
2364,Goods Vehicles (Licensing of Operators) (Amendment) Regulations 2017,https://www.legislation.gov.uk/uksi/2017/874/made,2017,SI,874,2017-10-05,,2017-09-06,urn:procedure-editor:ActOfParliament:353,"",Wu5HR5oG
2365,Road Vehicles (Authorised Weight) and (Construction and Use) (Amendment) Regulations 2017,https://www.legislation.gov.uk/uksi/2017/881/made,2017,SI,881,2017-10-01,,2017-09-06,"urn:procedure-editor:ActOfParliament:1298,urn:procedure-editor:ActOfParliament:2419","",CWeSdKhL
2366,Lobsters and Crawfish (Prohibition of Fishing and Landing) (Amendment) (England) Order 2017,https://www.legislation.gov.uk/uksi/2017/899/made,2017,SI,899,2017-10-01,,2017-09-07,urn:procedure-editor:ActOfParliament:2854,"",xv24w5hS
2367,Civil Procedure (Amendment No. 2) Rules 2017,https://www.legislation.gov.uk/uksi/2017/889/made,2017,SI,889,2017-10-01,,2017-09-06,urn:procedure-editor:ActOfParliament:314,"",e8ECCeT4
2368,Recognition and Derecognition Ballots (Qualified Persons) (Amendment) Order 2017,https://www.legislation.gov.uk/uksi/2017/878/made,2017,SI,878,2017-10-01,,2017-09-05,urn:procedure-editor:ActOfParliament:555,"",gi6T1W9E
2369,Tonnage Tax (Training Requirement) (Amendment etc.) Regulations 2017,https://www.legislation.gov.uk/uksi/2017/882/made,2017,SI,882,2017-10-01,,2017-09-04,urn:procedure-editor:ActOfParliament:259,"",6spbjdZe
2370,Trade Union Ballots and Elections (Independent Scrutineer Qualifications) (Amendment) Order 2017,https://www.legislation.gov.uk/uksi/2017/877/made,2017,SI,877,2017-10-01,,2017-09-05,urn:procedure-editor:ActOfParliament:555,"",MH1RDAt5
2372,Magistrates' Courts (Immigration Act 2014) (Freezing Orders) Rules 2018,https://www.legislation.gov.uk/uksi/2018/66/made,2018,SI,66,,in accordance with rule 1.,2018-01-19,urn:procedure-editor:ActOfParliament:1917,"",l4NEH1L2
2373,Care Quality Commission (Reviews and Performance Assessments) Regulations 2018,https://www.legislation.gov.uk/uksi/2018/54/made,2018,SI,54,2018-04-01,,2018-01-18,urn:procedure-editor:ActOfParliament:1265,"",2TGRYNHK
2374,National Health Service (Quality Accounts) (Amendment) (No. 2) Regulations 2018,https://www.legislation.gov.uk/uksi/2018/59/made,2018,SI,59,2018-02-19,,2018-01-18,urn:procedure-editor:ActOfParliament:896,"",8JwQuDU3
2375,Social Fund Funeral Expenses Amendment Regulations 2018,https://www.legislation.gov.uk/uksi/2018/61/made,2018,SI,61,2018-04-02,,2018-01-18,"urn:procedure-editor:ActOfParliament:528,urn:procedure-editor:ActOfParliament:589","",rf15Znwr
2376,"Universal Credit (Miscellaneous Amendments, Saving and Transitional Provision) Regulations 2018",https://www.legislation.gov.uk/uksi/2018/65/made,2018,SI,65,,in accordance with regulation 1(2) to (4).,2018-01-22,"urn:procedure-editor:ActOfParliament:528,urn:procedure-editor:ActOfParliament:115,urn:procedure-editor:ActOfParliament:91,urn:procedure-editor:ActOfParliament:166,urn:procedure-editor:ActOfParliament:1353","",AbOBMFZh
2385,Licensing of Houses in Multiple Occupation (Prescribed Description) (England) Order 2018,https://www.legislation.gov.uk/uksi/2018/221/made,2018,SI,221,2018-10-01,,2018-02-20,urn:procedure-editor:ActOfParliament:1246,"",OaeTSXde
2388,Heavy Commercial Vehicles in Kent (No. 2) Order 2019,https://www.legislation.gov.uk/uksi/2019/9780111189467/made,2019,SI,,,in accordance with article 1,2019-09-03,urn:procedure-editor:ActOfParliament:1674,"",ySBtGskZ
2389,Heavy Commercial Vehicles in Kent (No. 3) Order 2019,https://www.legislation.gov.uk/uksi/2019/1210/made,2019,SI,1210,,in accordance with article 1(1).,2019-09-03,urn:procedure-editor:ActOfParliament:503,"",WgFnDY9C
2390,Weights and Measures Act 1985 (Amendment) and Units of Measurement Regulations 1986 (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1211/made,2019,SI,1211,2020-06-13,,2019-09-03,urn:procedure-editor:ActOfParliament:2419,"",ZQphaz32
2391,Animal Health and Genetically Modified Organisms (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1229/made,2019,SI,1229,,in accordance with regulation 1,2019-09-05,urn:procedure-editor:ActOfParliament:1,"",ixRqbmI6
2392,Trade in Animals and Animal Products (Legislative Functions) and Veterinary Surgeons (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1225/made,2019,SI,1225,,in accordance with regulation 1(2) and (3),2019-09-05,urn:procedure-editor:ActOfParliament:1,"",sqvnpNA8
2393,Air Services (Competition) (Amendment and Revocation) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1224/made,2019,SI,1224,,in accordance with regulation 1(2),2019-09-05,urn:procedure-editor:ActOfParliament:1,"",23tXXENz
2394,Customs Safety and Security Procedures (EU Exit) (No. 2) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1219/made,2019,SI,1219,,in accordance with regulation 1(2),2019-09-04,urn:procedure-editor:ActOfParliament:1,"",BGFMWGq6
2395,Capital Requirements (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1232/made,2019,SI,1232,,in accordance with regulation 1,2019-09-05,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419","",epTdQ96E
2396,"Financial Services (Electronic Money, Payment Services and Miscellaneous Amendments) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1212/made,2019,SI,1212,,in accordance with regulation 1,2019-09-05,urn:procedure-editor:ActOfParliament:1,"",fjQigrEx
2397,Prospectus (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1234/made,2017,SI,1234,,in accordance with regulation 1,2019-09-05,urn:procedure-editor:ActOfParliament:1,"",8jXsGFaA
2398,Risk Transformation and Solvency 2 (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1233/made,2019,SI,1233,,in accordance with regulation 1,2019-09-05,urn:procedure-editor:ActOfParliament:1,"",gnzyHQY9
2400,"Animal Health, Invasive Alien Species, Plant Breeders' Rights and Seeds (Amendment etc.) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1220/made,2019,SI,1220,,in accordance with regulation 1(2),2019-09-04,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ProposedNegativeStatutoryInstrument:1607,hv6tdbM7
2401,Customs and Excise (Miscellaneous Provisions and Amendments) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1215/made,2019,SI,1215,,in accordance with regulation 1,2019-09-04,"urn:procedure-editor:ActOfParliament:1077,urn:procedure-editor:ActOfParliament:1995,urn:procedure-editor:ActOfParliament:759","",OWYkxH4m
2402,Excise Duties (Miscellaneous Amendments) (EU Exit) (No. 4) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1216/made,2019,SI,1216,,in accordance with regulation 1,2019-09-04,"urn:procedure-editor:ActOfParliament:1995,urn:procedure-editor:ActOfParliament:1077","",HmEbyIr7
2403,Town and Country Planning (Car Park D Ebbsfleet International Station) (EU Exit) Special Development Order 2019,https://www.legislation.gov.uk/uksi/2019/1231/made,2019,SI,1231,2019-09-09,,2019-09-05,urn:procedure-editor:ActOfParliament:1047,"",boESpmzv
2404,Town and Country Planning (North Weald Airfield) (EU Exit) Special Development Order 2019,https://www.legislation.gov.uk/uksi/2019/1228/made,2019,SI,1228,2019-09-09,,2019-09-05,urn:procedure-editor:ActOfParliament:1047,"",Cb8vRR8e
2405,Town and Country Planning (Waterbrook Ashford) (EU Exit) Special Development Order 2019,https://www.legislation.gov.uk/uksi/2019/1230/made,2019,SI,1230,2019-09-09,,2019-09-05,urn:procedure-editor:ActOfParliament:1047,"",QQ2grATe
2406,Data-gathering Powers (Relevant Data) (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1221/made,2019,SI,1221,,in accordance with regulation 1(2),2019-09-04,urn:procedure-editor:ActOfParliament:1077,"",33y10GwB
2407,Value Added Tax (Miscellaneous Amendments and Transitional Provisions) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1214/made,2019,SI,1214,,in accordance with regulation 1,2019-09-04,"urn:procedure-editor:ActOfParliament:1077,urn:procedure-editor:ActOfParliament:560","",HSoC28t0
2408,Southern Inshore Fisheries and Conservation (Amendment) Order 2019,https://www.legislation.gov.uk/uksi/2019/1223/made,2019,SI,1223,2019-09-27,,2019-09-04,urn:procedure-editor:ActOfParliament:815,"",xqkqKpzM
2409,Food Information (Amendment) (England) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1218/made,2019,SI,1218,2021-10-01,,2019-09-04,"urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:1080","",khxCt9HV
2410,Invasive Alien Species (Enforcement and Permitting) (Amendment) Order 2019,https://www.legislation.gov.uk/uksi/2019/1213/made,2019,SI,1213,2019-09-30,,2019-09-03,"urn:procedure-editor:ActOfParliament:1868,urn:procedure-editor:ActOfParliament:2419","",yKGfk9bN
2411,Value Added Tax (Section 55A) (Specified Services and Excepted Supplies) (Change of Commencement Day) Order 2019,https://www.legislation.gov.uk/uksi/2019/1240/made,2019,SI,1240,2019-09-30,,2019-09-05,urn:procedure-editor:ActOfParliament:560,"",VfxftqMM
2412,North Western Inshore Fisheries and Conservation (Amendment) Order 2019,https://www.legislation.gov.uk/uksi/2019/1239/made,2019,SI,1239,2019-09-27,,2019-09-04,urn:procedure-editor:ActOfParliament:815,"",9otoXrcD
2413,Tonnage Tax (Training Requirement) (Amendment etc.) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1227/made,2019,SI,1227,2019-10-01,,2019-09-04,urn:procedure-editor:ActOfParliament:259,"",1uvOChl3
2415,Competition (Amendment etc.) (EU Exit) (No. 2) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1245/made,2019,SI,1245,,in accordance with regulation 1,2019-09-09,urn:procedure-editor:ActOfParliament:1,"",1vyzItmO
2416,"Taxation of Chargeable Gains Act 1992, Schedule 8B (Substitution of Dates) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1237/made,2019,SI,1237,2019-11-04,,2019-09-05,urn:procedure-editor:ActOfParliament:548,"",GFXBwHiE
2417,Specific Food Hygiene (Regulation (EC) No. 853/2004) (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1247/made,2019,SI,1247,, in accordance with regulation 1,2019-09-09,urn:procedure-editor:ActOfParliament:1,"",VsmkvGQL
2418,British Nationality (General) (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1242/made,2019,SI,1242,2019-10-01,,2019-09-06,urn:procedure-editor:ActOfParliament:1860,"",6v6Kb4kF
2420,Export Control (Sanctions) (Amendment) Order 2019,https://www.legislation.gov.uk/uksi/2019/1236/made,2019,SI,1236,,in accordance with article 1,2019-09-05,"urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:1341","",tMRu8M9L
2421,Social Security (Industrial Injuries) (Prescribed Diseases) Amendment Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1241/made,2019,SI,1241,2019-12-09,,2019-09-05,urn:procedure-editor:ActOfParliament:589,"",gMoxG1Qm
2422,Universal Credit (Childcare Costs and Minimum Income Floor) (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1249/made,2019,SI,1249,,in accordance with regulation 1,2019-09-09,urn:procedure-editor:ActOfParliament:1353,"",8szEjJMR
2424,"Product Safety, Metrology and Mutual Recognition Agreement (Amendment) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1246/made,2019,SI,1246,,in accordance with regulation 1,2019-09-09,"urn:procedure-editor:ActOfParliament:2419,urn:procedure-editor:ActOfParliament:1","",tnYX7URQ
2427,Genetically Modified Organisms (Deliberate Release) (Amendment) (England) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1252/made,2019,SI,1252,2019-09-29,,2019-09-09,"urn:procedure-editor:ActOfParliament:165,urn:procedure-editor:ActOfParliament:2419","",AQaHNZ9W
2428,Hybrid and Other Mismatches (Financial Instrument: Exclusions) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1251/made,2019,SI,1251,2019-11-29,,2019-09-09,urn:procedure-editor:ActOfParliament:1219,"",u9NwW0Qr
2429,Taxation of Hybrid Capital Instruments (Amendment of Section 475C of the Corporation Tax Act 2009) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1250/made,2019,SI,1250,2019-11-04,,2019-09-09,urn:procedure-editor:ActOfParliament:1260,"",1jSyUfDe
2430,Income-related Benefits (Subsidy to Authorities) Amendment Order 2019,https://www.legislation.gov.uk/uksi/2019/1243/made,2019,SI,1243,2019-10-31,,2019-09-05,urn:procedure-editor:ActOfParliament:528,"",EQ8tyol5
2431,Plant Health etc. (Miscellaneous Fees) (England) (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1257/made,2019,SI,1257,2019-10-01,,2019-09-11,"urn:procedure-editor:ActOfParliament:2849,urn:procedure-editor:ActOfParliament:2366","",X1dhCUyy
2432,Ecodesign for Energy-Related Products and Energy Information (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1253/made,2019,SI,1253,,in accordance with regulation 1,2019-09-10,urn:procedure-editor:ActOfParliament:2419,"",wUADO6UC
2433,Financial Services and Markets Act 2000 (Benchmarks) (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1256/made,2019,SI,1256,2019-10-14,,2019-09-11,urn:procedure-editor:ActOfParliament:2419,"",6jCCBEex
2435,Appeals to Traffic Commissioners (Procedure) (England) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1264/made,2019,SI,1264,2019-10-07,,2019-09-16,"urn:procedure-editor:ActOfParliament:1808,urn:procedure-editor:ActOfParliament:1615,urn:procedure-editor:ActOfParliament:46","",ki9cgRwa
2436,Public Service Vehicles (Registration of Local Services in Enhanced Partnership Areas) (England) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1265/made,2019,SI,1265,2019-10-07,,2019-09-16,"urn:procedure-editor:ActOfParliament:46,urn:procedure-editor:ActOfParliament:1615,urn:procedure-editor:ActOfParliament:1808","",cvMbvakc
2438,Houses in Multiple Occupation (Specified Educational Establishments) (England) (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1260/made,2019,SI,1260,2019-10-14,,2019-09-16,urn:procedure-editor:ActOfParliament:1246,"",MxhLpVBF
2439,School Teachers' Pay and Conditions (England) Order 2019,https://www.legislation.gov.uk/uksi/2019/1267/made,2019,SI,1267,2019-10-11,,2019-09-17,urn:procedure-editor:ActOfParliament:779,"",VBDmt4f7
2441,International Driving Permits (Fees) (EU Exit) (Revocation) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1270/made,2019,SI,1270,,in accordance with regulation 1,2019-09-19,urn:procedure-editor:ActOfParliament:2366,"",6Pm9LhAD
2442,"Fisheries, Aquaculture and Marine (Functions Exercisable in or as Regards Scotland) (Amendment) (EU Exit) (No. 2) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1272/made,2019,SI,1272,,in accordance with regulation 1,2019-09-23,urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ProposedNegativeStatutoryInstrument:1657,6AvcCNrf
2444,Isles of Scilly (Application of Water Legislation) Order 2019,https://www.legislation.gov.uk/uksi/2019/1259/made,2019,SI,1259,,in accordance with article 2,2019-09-16,"urn:procedure-editor:ActOfParliament:1060,urn:procedure-editor:ActOfParliament:566","",Wee499Cm
2445,Environmental Damage (Prevention and Remediation) (England) (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1285/made,2019,SI,1285,,in accordance with regulation 1.,2019-09-26,urn:procedure-editor:ActOfParliament:2419,"",vU67HGd9
2446,Spirit Drinks and Scotch Whisky (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1289/made,2019,SI,1289,2019-10-31,,2019-09-28,urn:procedure-editor:ActOfParliament:2419,"",VyeSSE0I
2447,Humane Trapping Standards (England and Wales) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1288/made,2019,SI,1288,2020-04-01,,2019-09-26,urn:procedure-editor:ActOfParliament:2419,"",iwvvKXes
2448,Sea Fishing (Miscellaneous Amendments) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1284/made,2019,SI,1284,,in accordance with regulation 1.,2019-09-26,urn:procedure-editor:ActOfParliament:2419,"",EFBgUiH8
2449,Pesticides (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1290/made,2019,SI,1290,2019-10-31,,2019-09-26,urn:procedure-editor:ActOfParliament:2419,"",6Gp6IBY1
2451,Healthcare (European Economic Area and Switzerland Arrangements) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1293/made,2019,SI,1293,,in accordance with regulation 1(2).,2019-10-02,urn:procedure-editor:ActOfParliament:1354,"",rIvxv8ze
2452,Welfare of Animals at the Time of Killing (England and Northern Ireland) (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1308/made,2019,SI,1308,,in accordance with regulation 1.,2019-10-07,urn:procedure-editor:ActOfParliament:1,"",A2xBuRkB
2453,"Agriculture, Environment and Rural Affairs (Amendment) (Northern Ireland) (EU Exit) (No. 2) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1313/made,2019,SI,1313,,in accordance with regulation 1.,2019-10-07,urn:procedure-editor:ActOfParliament:1,"",Ja1q8dot
2454,"Railways (Safety, Access, Management and Interoperability) (Miscellaneous Amendments and Transitional Provision) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1310/made,2019,SI,1310,, in accordance with regulation 1(2).,2019-10-07,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419","",zrZNTTFm
2455,Common Fisheries Policy and Animals (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1312/made,2019,SI,1312,,in accordance with regulation 1.,2019-10-07,urn:procedure-editor:ActOfParliament:1,"",App9m6r3
2456,Cross-border Trade (Public Notices) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1307/made,2019,SI,1307,,in accordance with regulation 1(2).,2019-10-04,urn:procedure-editor:ActOfParliament:1077,"",SsEA9A2Y
2457,Merchant Shipping (Marine Equipment) (Amendment) (UK and US Mutual Recognition Agreement) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1304/made,2019,SI,1304,,in accordance with regulation 1.,2019-10-04,urn:procedure-editor:ActOfParliament:411,"",CeHiNBWd
2458,Pilotage Act 1987 (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1305/made,2019,SI,1305,,in accordance with regulation 1.,2019-10-04,"urn:procedure-editor:ActOfParliament:1440,urn:procedure-editor:ActOfParliament:2419","",Ktob2Uvd
2460,Social Security (Capital Disregards) (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1314/made,2019,SI,1314,2019-10-31,,2019-10-03,"urn:procedure-editor:ActOfParliament:589,urn:procedure-editor:ActOfParliament:794,urn:procedure-editor:ActOfParliament:91,urn:procedure-editor:ActOfParliament:943,urn:procedure-editor:ActOfParliament:1353","",ve3On3n8
2461,Social Security (Capital Disregards) (Amendment) Regulations (Northern Ireland) 2019,https://www.legislation.gov.uk/nisr/2019/195/made,2019,SR (NI),195,2019-10-31,,2019-10-03,urn:procedure-editor:ActOfParliament:529,"",fHe5TMZh
2462,Trade Remedies (Increase in Imports Causing Serious Injury to UK Producers) (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1319/made,2019,SI,1319,2019-10-30,,2019-10-08,urn:procedure-editor:ActOfParliament:1077,"",7NPlKbeP
2466,"Rights, Equality and Citizenship Programme (Revocation) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1339/made,2019,SI,1339,,in accordance with regulation 1(2),2019-10-14,urn:procedure-editor:ActOfParliament:1,"",6QLGgvxV
2467,"Agricultural Products, Food and Drink (Amendment etc.) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1342/made,2019,SI,1342,,in accordance with regulation 1,2019-10-14,urn:procedure-editor:ActOfParliament:1,"",OSMa1DX7
2468,"Common Agricultural Policy (Market Measures, Notifications and Direct Payments) (Miscellaneous Amendments) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1344/made,2019,SI,1344,,in accordance with regulation 1,2019-10-14,urn:procedure-editor:ActOfParliament:1,"",yTK6sb0l
2469,Common Organisation of the Markets in Agricultural Products (Producer Organisations and Wine) (Amendment etc.) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1343/made,2019,SI,1343,,in accordance with regulation 1,2019-10-14,urn:procedure-editor:ActOfParliament:1,"",y1PCDq2G
2470,Persistent Organic Pollutants (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1340/made,2019,SI,1340,,in accordance with regulation 1(2),2019-10-14,urn:procedure-editor:ActOfParliament:1,"",MzDrYdF1
2471,Civil Jurisdiction and Judgments (Civil and Family) (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1338/made,2019,SI,1338,, in accordance with regulation 1,2019-10-14,urn:procedure-editor:ActOfParliament:1,"",dvVPrHNm
2475,INSPIRE (Amendment) (EU Exit) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1352/made,2019,SI,1352,,in accordance with regulation 1(2) and (3),2019-10-15,urn:procedure-editor:ActOfParliament:1,"",8yOBgVC3
2477,Hybrid and Other Mismatches (Financial Instruments: Excluded Instruments) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1345/made,2019,SI,1345,2020-01-01,,2019-10-14,urn:procedure-editor:ActOfParliament:1219,"",id42TvlI
2478,Taxation (Cross-border Trade) (Miscellaneous Provisions) (EU Exit) (No. 2) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1346/made,2019,SI,1346,,in accordance with regulation 1,2019-10-14,"urn:procedure-editor:ActOfParliament:1077,urn:procedure-editor:ActOfParliament:759","",hCu8cTRE
2479,Companies House Trading Fund (Revocation) Order 2019,https://www.legislation.gov.uk/uksi/2019/1337/made,2019,SI,1337,2020-04-01,,2019-10-08,urn:procedure-editor:ActOfParliament:2404,"",GSqm7wED
2480,Public Interest Disclosure (Prescribed Persons) (Amendment) Order 2019,https://www.legislation.gov.uk/uksi/2019/1341/made,2019,SI,1341,2019-11-05,,2019-10-11,urn:procedure-editor:ActOfParliament:1337,"",mcbTKCNt
2482,Nicaragua (Asset-Freezing) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1353/made,2019,SI,1353,2019-11-06,,2019-10-15,urn:procedure-editor:ActOfParliament:2419,"",aNYmWhs8
2483,Patents (Isle of Man) (Amendment) (EU Exit) Order 2019,https://www.legislation.gov.uk/uksi/2019/1327/made,2019,SI,1327,,in accordance with article 1,2019-10-08,urn:procedure-editor:ActOfParliament:2098,"",Ys0ePtUQ
2484,Jobseeker's Allowance and Universal Credit (Higher-Level Sanctions) (Amendment) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1357/made,2019,SI,1357,2019-11-27,,2019-10-16,"urn:procedure-editor:ActOfParliament:91,urn:procedure-editor:ActOfParliament:1353","",UAdrNbBV
2486,Control of Trade in Endangered Species (Miscellaneous Amendments) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1354/made,2019,SI,1354,,in accordance with regulation 1(1),2019-10-16,urn:procedure-editor:ActOfParliament:2419,"",lCpv1VFs
2488,Local Government Pension Scheme (West Midlands Integrated Transport Authority Pension Fund and West Midlands Pension Fund Merger) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1351/made,2019,SI,1351,2019-11-08,,2019-10-15,urn:procedure-editor:ActOfParliament:1315,"",5kcG2xzL
2490,"Agricultural Products, Food and Drink (Amendment) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1366/made,2019,SI,1366,,in accordance with regulation 1,2019-10-21,urn:procedure-editor:ActOfParliament:1,"",Z5vPtFqV
2491,Northern Ireland (Extension of Period for Executive Formation) (No. 2) Regulations 2019,https://www.legislation.gov.uk/uksi/2019/1364/made,2019,SI,1364,2019-10-21,,2019-10-21,urn:procedure-editor:ActOfParliament:1208,"",ttmKwFg9
2496,Magistrates' Courts (Amendment) Rules 2019 ,https://www.legislation.gov.uk/uksi/2019/1367/made,2019,SI,1367,2020-01-01,,2019-10-21,urn:procedure-editor:ActOfParliament:1917,"",G5XudrWA
2497,"Cross-Border Distribution of Funds, Proxy Advisors, Prospectus and Gibraltar (Amendment) (EU Exit) Regulations 2019",https://www.legislation.gov.uk/uksi/2019/1370/made,2019,SI,1370,,in accordance with regulation 1,2019-10-22,urn:procedure-editor:ActOfParliament:1,"",0t4gdIfW
